lakeid,year4,sample_date,station,species_code,species_name,density,individuals_measured,avg_length
CR,1989,1989-10-31,1,63004,POLYARTHRA REMATA,25.7,,
CR,1989,1989-10-31,1,63005,POLYARTHRA VULGARIS,42.2,,
CR,1989,1989-10-31,1,30801,SKISTODIAPTOMUS OREGONENSIS,7.2,,
CR,1989,1989-11-15,1,60900,CONOCHILUS,18.9,,
CR,1989,1989-11-15,1,10000,COPEPOD NAUPLII,32.2,,
CR,1989,1989-11-15,1,51103,DAPHNIA MENDOTAE,3.8,,
CR,1989,1989-11-15,1,20302,DIACYCLOPS THOMASI,8.4,,
CR,1989,1989-11-15,1,61502,GASTROPUS STYLIFER,2.8,,
CR,1989,1989-11-15,1,61702,KELLICOTTIA LONGISPINA,0.9,,
CR,1989,1989-11-15,1,61801,KERATELLA COCHLEARIS,29.3,,
CR,1989,1989-11-15,1,61808,KERATELLA TAUROCEPHALA,3.8,,
CR,1989,1989-11-15,1,30402,LEPTODIAPTOMUS MINUTUS,12.3,,
CR,1989,1989-11-15,1,62900,PLOESOMA,1.9,,
CR,1989,1989-11-15,1,63004,POLYARTHRA REMATA,39.8,,
CR,1989,1989-11-15,1,63005,POLYARTHRA VULGARIS,40.7,,
CR,1989,1989-11-15,1,30801,SKISTODIAPTOMUS OREGONENSIS,2.8,,
CR,1989,1989-11-15,1,63400,SYNCHAETA,0.9,,
CR,1989,1989-11-15,1,63600,TRICHOCERCA,4.7,,
CR,1990,1990-01-15,1,60200,ASCOMORPHA,3.2,3,0.09
CR,1990,1990-01-15,1,50700,BOSMINIDAE,1.6,3,0.41
CR,1990,1990-01-15,1,60800,CONOCHILOIDES,2.1,2,0.09
CR,1990,1990-01-15,1,10000,COPEPOD NAUPLII,17,10,0.16
CR,1990,1990-01-15,1,51103,DAPHNIA MENDOTAE,4.8,5,1.05
CR,1990,1990-01-15,1,20302,DIACYCLOPS THOMASI,4.2,8,0.67
CR,1990,1990-01-15,1,61500,GASTROPUS,8.5,5,0.08
CR,1990,1990-01-15,1,61702,KELLICOTTIA LONGISPINA,2.1,2,0.12
CR,1990,1990-01-15,1,61801,KERATELLA COCHLEARIS,17,5,0.08
CR,1990,1990-01-15,1,61808,KERATELLA TAUROCEPHALA,2.1,2,0.1
CR,1990,1990-01-15,1,61900,LECANE,3.2,3,0.08
CR,1990,1990-01-15,1,30402,LEPTODIAPTOMUS MINUTUS,15.3,28,0.79
CR,1990,1990-01-15,1,63001,POLYARTHRA DOLICHOPTERA,23.3,5,0.1
CR,1990,1990-01-15,1,63003,POLYARTHRA MAJOR,3.2,3,0.11
CR,1990,1990-01-15,1,63503,TESTUDINELLA REFLEXA,1.1,1,0.14
CR,1990,1990-01-15,1,63602,TRICHOCERCA BIROSTRIS,10.6,5,0.1
CR,1990,1990-01-15,1,90000,UNKNOWN EGG-SHAPED ROTIFER,6.4,5,0.1
CR,1990,1990-02-19,1,60200,ASCOMORPHA,1.1,1,0.09
CR,1990,1990-02-19,1,60900,CONOCHILUS,1.1,1,0.08
CR,1990,1990-02-19,1,10000,COPEPOD NAUPLII,35,10,0.16
CR,1990,1990-02-19,1,20302,DIACYCLOPS THOMASI,4.2,8,0.92
CR,1990,1990-02-19,1,61500,GASTROPUS,5.3,5,0.09
CR,1990,1990-02-19,1,61801,KERATELLA COCHLEARIS,11.7,5,0.1
CR,1990,1990-02-19,1,61808,KERATELLA TAUROCEPHALA,1.1,1,0.13
CR,1990,1990-02-19,1,30402,LEPTODIAPTOMUS MINUTUS,19.2,24,0.9
CR,1990,1990-02-19,1,63001,POLYARTHRA DOLICHOPTERA,7.4,5,0.11
CR,1990,1990-02-19,1,63003,POLYARTHRA MAJOR,3.2,3,0.12
CR,1990,1990-02-19,1,63602,TRICHOCERCA BIROSTRIS,1.1,1,0.14
CR,1990,1990-02-19,1,90000,UNKNOWN EGG-SHAPED ROTIFER,4.2,4,0.11
CR,1990,1990-03-29,1,60200,ASCOMORPHA,1.1,1,0.09
CR,1990,1990-03-29,1,60800,CONOCHILOIDES,3.2,3,0.11
CR,1990,1990-03-29,1,10000,COPEPOD NAUPLII,43.5,10,0.19
CR,1990,1990-03-29,1,20302,DIACYCLOPS THOMASI,0.5,1,1.12
CR,1990,1990-03-29,1,61500,GASTROPUS,4.2,4,0.07
CR,1990,1990-03-29,1,61702,KELLICOTTIA LONGISPINA,1.1,1,0.1
CR,1990,1990-03-29,1,61801,KERATELLA COCHLEARIS,10.6,5,0.09
CR,1990,1990-03-29,1,61808,KERATELLA TAUROCEPHALA,3.2,3,0.1
CR,1990,1990-03-29,1,30402,LEPTODIAPTOMUS MINUTUS,6.9,13,0.87
CR,1990,1990-03-29,1,63001,POLYARTHRA DOLICHOPTERA,1.1,1,0.11
CR,1990,1990-03-29,1,63602,TRICHOCERCA BIROSTRIS,6.4,5,0.09
CR,1990,1990-03-29,1,90000,UNKNOWN EGG-SHAPED ROTIFER,2.1,2,0.1
CR,1990,1990-05-03,1,60300,ASPLANCHNA,1.1,1,0.19
CR,1990,1990-05-03,1,60800,CONOCHILOIDES,2.1,2,0.15
CR,1990,1990-05-03,1,60900,CONOCHILUS,1.1,1,0.09
CR,1990,1990-05-03,1,10000,COPEPOD NAUPLII,45.6,10,0.23
CR,1990,1990-05-03,1,51130,DAPHNIA PULICARIA,0.5,1,0.61
CR,1990,1990-05-03,1,20302,DIACYCLOPS THOMASI,12.7,18,0.48
CR,1990,1990-05-03,1,61500,GASTROPUS,4.2,4,0.11
CR,1990,1990-05-03,1,61702,KELLICOTTIA LONGISPINA,8.5,5,0.12
CR,1990,1990-05-03,1,61801,KERATELLA COCHLEARIS,92.2,5,0.1
CR,1990,1990-05-03,1,61804,KERATELLA EARLINAE,1.1,1,0.14
CR,1990,1990-05-03,1,61808,KERATELLA TAUROCEPHALA,1.1,1,0.12
CR,1990,1990-05-03,1,30402,LEPTODIAPTOMUS MINUTUS,33,33,0.62
CR,1990,1990-05-03,1,63001,POLYARTHRA DOLICHOPTERA,18,5,0.11
CR,1990,1990-05-03,1,93001,UNKNOWN,1.1,1,0.8
CR,1990,1990-05-03,1,92001,UNKNOWN ROTIFER,3.2,3,0.07
CR,1990,1990-05-16,1,50700,BOSMINIDAE,1.1,1,0.3
CR,1990,1990-05-16,1,51000,CHYDORUS,1.1,1,0.26
CR,1990,1990-05-16,1,60800,CONOCHILOIDES,13.8,5,0.09
CR,1990,1990-05-16,1,60900,CONOCHILUS,1.1,1,0.1
CR,1990,1990-05-16,1,10000,COPEPOD NAUPLII,31.8,10,0.17
CR,1990,1990-05-16,1,51103,DAPHNIA MENDOTAE,2.1,2,0.53
CR,1990,1990-05-16,1,20302,DIACYCLOPS THOMASI,18.1,17,0.51
CR,1990,1990-05-16,1,61500,GASTROPUS,7.4,5,0.09
CR,1990,1990-05-16,1,61702,KELLICOTTIA LONGISPINA,17,5,0.13
CR,1990,1990-05-16,1,61801,KERATELLA COCHLEARIS,6.4,5,0.08
CR,1990,1990-05-16,1,61803,KERATELLA CRASSA,2.1,2,0.12
CR,1990,1990-05-16,1,61804,KERATELLA EARLINAE,2.1,2,0.08
CR,1990,1990-05-16,1,61805,KERATELLA HIEMALIS,1.1,1,0.08
CR,1990,1990-05-16,1,61808,KERATELLA TAUROCEPHALA,18,5,0.11
CR,1990,1990-05-16,1,30402,LEPTODIAPTOMUS MINUTUS,73.1,47,0.67
CR,1990,1990-05-16,1,63001,POLYARTHRA DOLICHOPTERA,6.4,5,0.11
CR,1990,1990-05-16,1,63003,POLYARTHRA MAJOR,23.3,5,0.12
CR,1990,1990-05-16,1,63004,POLYARTHRA REMATA,1.1,1,0.08
CR,1990,1990-05-31,1,60800,CONOCHILOIDES,4.2,4,0.11
CR,1990,1990-05-31,1,60900,CONOCHILUS,1.1,1,0.08
CR,1990,1990-05-31,1,10000,COPEPOD NAUPLII,35,10,0.38
CR,1990,1990-05-31,1,51103,DAPHNIA MENDOTAE,0.5,1,1.05
CR,1990,1990-05-31,1,20302,DIACYCLOPS THOMASI,5.3,10,0.56
CR,1990,1990-05-31,1,61500,GASTROPUS,3.2,3,0.09
CR,1990,1990-05-31,1,61702,KELLICOTTIA LONGISPINA,9.5,5,0.11
CR,1990,1990-05-31,1,61801,KERATELLA COCHLEARIS,71,5,0.09
CR,1990,1990-05-31,1,61808,KERATELLA TAUROCEPHALA,13.8,5,0.11
CR,1990,1990-05-31,1,30402,LEPTODIAPTOMUS MINUTUS,24.5,43,0.73
CR,1990,1990-05-31,1,63001,POLYARTHRA DOLICHOPTERA,9.5,5,0.12
CR,1990,1990-05-31,1,63003,POLYARTHRA MAJOR,2.1,2,0.14
CR,1990,1990-05-31,1,63004,POLYARTHRA REMATA,3.2,3,0.07
CR,1990,1990-06-12,1,60300,ASPLANCHNA,1.1,1,0.17
CR,1990,1990-06-12,1,60800,CONOCHILOIDES,4.2,4,0.09
CR,1990,1990-06-12,1,60900,CONOCHILUS,4.2,4,0.1
CR,1990,1990-06-12,1,10000,COPEPOD NAUPLII,41.3,10,0.16
CR,1990,1990-06-12,1,51103,DAPHNIA MENDOTAE,1.1,2,0.88
CR,1990,1990-06-12,1,20302,DIACYCLOPS THOMASI,13.9,26,0.6
CR,1990,1990-06-12,1,61500,GASTROPUS,5.3,5,0.08
CR,1990,1990-06-12,1,61702,KELLICOTTIA LONGISPINA,18,5,0.14
CR,1990,1990-06-12,1,61801,KERATELLA COCHLEARIS,88,5,0.09
CR,1990,1990-06-12,1,61804,KERATELLA EARLINAE,6.4,5,0.1
CR,1990,1990-06-12,1,61805,KERATELLA HIEMALIS,1.1,1,0.07
CR,1990,1990-06-12,1,61808,KERATELLA TAUROCEPHALA,29.7,5,0.11
CR,1990,1990-06-12,1,30402,LEPTODIAPTOMUS MINUTUS,27.6,49,0.78
CR,1990,1990-06-12,1,63001,POLYARTHRA DOLICHOPTERA,32.9,5,0.11
CR,1990,1990-06-12,1,63003,POLYARTHRA MAJOR,3.2,3,0.11
CR,1990,1990-06-12,1,63004,POLYARTHRA REMATA,11.7,5,0.08
CR,1990,1990-06-12,1,93001,UNKNOWN,1.1,1,1.55
CR,1990,1990-06-12,1,90000,UNKNOWN EGG-SHAPED ROTIFER,2.1,2,0.08
CR,1990,1990-06-28,1,60800,CONOCHILOIDES,4.2,4,0.1
CR,1990,1990-06-28,1,60900,CONOCHILUS,11.7,5,0.08
CR,1990,1990-06-28,1,10000,COPEPOD NAUPLII,8.5,8,0.17
CR,1990,1990-06-28,1,20302,DIACYCLOPS THOMASI,12.3,23,0.62
CR,1990,1990-06-28,1,61500,GASTROPUS,9.5,5,0.07
CR,1990,1990-06-28,1,61701,KELLICOTTIA BOSTONIENSIS,2.1,2,0.12
CR,1990,1990-06-28,1,61702,KELLICOTTIA LONGISPINA,9.5,5,0.13
CR,1990,1990-06-28,1,61801,KERATELLA COCHLEARIS,21.2,5,0.09
CR,1990,1990-06-28,1,61804,KERATELLA EARLINAE,3.2,3,0.1
CR,1990,1990-06-28,1,61808,KERATELLA TAUROCEPHALA,13.8,5,0.12
CR,1990,1990-06-28,1,30402,LEPTODIAPTOMUS MINUTUS,36,42,0.79
CR,1990,1990-06-28,1,63001,POLYARTHRA DOLICHOPTERA,11.7,5,0.1
CR,1990,1990-06-28,1,63004,POLYARTHRA REMATA,1.1,1,0.09
CR,1990,1990-06-28,1,90000,UNKNOWN EGG-SHAPED ROTIFER,1.1,1,0.09
CR,1990,1990-07-11,1,50700,BOSMINIDAE,0.5,1,0.43
CR,1990,1990-07-11,1,51000,CHYDORUS,0.5,1,0.37
CR,1990,1990-07-11,1,60800,CONOCHILOIDES,1.1,1,0.09
CR,1990,1990-07-11,1,60900,CONOCHILUS,2.1,2,0.08
CR,1990,1990-07-11,1,10000,COPEPOD NAUPLII,47.7,10,0.16
CR,1990,1990-07-11,1,51103,DAPHNIA MENDOTAE,3.2,5,0.87
CR,1990,1990-07-11,1,51107,DAPHNIA RETROCURVA,2.1,4,0.64
CR,1990,1990-07-11,1,20302,DIACYCLOPS THOMASI,6.9,13,0.64
CR,1990,1990-07-11,1,51202,DIAPHANOSOMA BIRGEI,2.7,5,0.59
CR,1990,1990-07-11,1,61500,GASTROPUS,20.1,5,0.07
CR,1990,1990-07-11,1,61702,KELLICOTTIA LONGISPINA,12.7,5,0.1
CR,1990,1990-07-11,1,61801,KERATELLA COCHLEARIS,26.5,5,0.08
CR,1990,1990-07-11,1,61804,KERATELLA EARLINAE,1.1,1,0.09
CR,1990,1990-07-11,1,61808,KERATELLA TAUROCEPHALA,39.2,5,0.11
CR,1990,1990-07-11,1,30402,LEPTODIAPTOMUS MINUTUS,8,15,0.71
CR,1990,1990-07-11,1,63001,POLYARTHRA DOLICHOPTERA,14.8,5,0.09
CR,1990,1990-07-11,1,63004,POLYARTHRA REMATA,1.1,1,0.1
CR,1990,1990-07-11,1,93001,UNKNOWN,1.1,1,1.67
CR,1990,1990-07-11,1,90000,UNKNOWN EGG-SHAPED ROTIFER,11.7,5,0.07
CR,1990,1990-07-25,1,50700,BOSMINIDAE,0.5,1,0.24
CR,1990,1990-07-25,1,51000,CHYDORUS,3.2,5,0.27
CR,1990,1990-07-25,1,60900,CONOCHILUS,2.1,2,0.09
CR,1990,1990-07-25,1,10000,COPEPOD NAUPLII,64.7,10,0.18
CR,1990,1990-07-25,1,51103,DAPHNIA MENDOTAE,2.7,5,0.61
CR,1990,1990-07-25,1,20302,DIACYCLOPS THOMASI,5.8,11,0.6
CR,1990,1990-07-25,1,51202,DIAPHANOSOMA BIRGEI,6.9,5,0.57
CR,1990,1990-07-25,1,61500,GASTROPUS,14.8,5,0.08
CR,1990,1990-07-25,1,61702,KELLICOTTIA LONGISPINA,19.1,5,0.12
CR,1990,1990-07-25,1,61801,KERATELLA COCHLEARIS,46.6,5,0.08
CR,1990,1990-07-25,1,61804,KERATELLA EARLINAE,13.8,5,0.09
CR,1990,1990-07-25,1,61808,KERATELLA TAUROCEPHALA,22.3,5,0.11
CR,1990,1990-07-25,1,30402,LEPTODIAPTOMUS MINUTUS,8.6,16,0.65
CR,1990,1990-07-25,1,63001,POLYARTHRA DOLICHOPTERA,19.1,5,0.11
CR,1990,1990-07-25,1,63004,POLYARTHRA REMATA,2.1,2,0.07
CR,1990,1990-07-25,1,90000,UNKNOWN EGG-SHAPED ROTIFER,11.7,5,0.08
CR,1990,1990-08-09,1,51000,CHYDORUS,1.6,3,0.25
CR,1990,1990-08-09,1,60800,CONOCHILOIDES,2.2,2,0.11
CR,1990,1990-08-09,1,60900,CONOCHILUS,4.3,4,0.08
CR,1990,1990-08-09,1,10000,COPEPOD NAUPLII,178.2,30,0.19
CR,1990,1990-08-09,1,51103,DAPHNIA MENDOTAE,10,10,0.87
CR,1990,1990-08-09,1,20302,DIACYCLOPS THOMASI,58.4,74,0.59
CR,1990,1990-08-09,1,51202,DIAPHANOSOMA BIRGEI,9,5,0.51
CR,1990,1990-08-09,1,61500,GASTROPUS,28.6,11,0.07
CR,1990,1990-08-09,1,61701,KELLICOTTIA BOSTONIENSIS,61.5,5,0.1
CR,1990,1990-08-09,1,61702,KELLICOTTIA LONGISPINA,145.3,10,0.11
CR,1990,1990-08-09,1,61801,KERATELLA COCHLEARIS,184.4,10,0.09
CR,1990,1990-08-09,1,61804,KERATELLA EARLINAE,38.2,7,0.08
CR,1990,1990-08-09,1,61808,KERATELLA TAUROCEPHALA,33.9,14,0.1
CR,1990,1990-08-09,1,30402,LEPTODIAPTOMUS MINUTUS,31.8,59,0.58
CR,1990,1990-08-09,1,63001,POLYARTHRA DOLICHOPTERA,72,15,0.11
CR,1990,1990-08-09,1,63003,POLYARTHRA MAJOR,36.1,10,0.11
CR,1990,1990-08-09,1,63004,POLYARTHRA REMATA,1.1,1,0.11
CR,1990,1990-08-09,1,63005,POLYARTHRA VULGARIS,3.2,3,0.1
CR,1990,1990-08-09,1,90000,UNKNOWN EGG-SHAPED ROTIFER,62.5,14,0.08
CR,1990,1990-08-23,1,50700,BOSMINIDAE,0.5,1,0.28
CR,1990,1990-08-23,1,51000,CHYDORUS,2.7,5,0.24
CR,1990,1990-08-23,1,60800,CONOCHILOIDES,10.6,6,0.12
CR,1990,1990-08-23,1,60900,CONOCHILUS,8.5,5,0.07
CR,1990,1990-08-23,1,10000,COPEPOD NAUPLII,167.5,30,0.17
CR,1990,1990-08-23,1,51103,DAPHNIA MENDOTAE,10.1,16,0.74
CR,1990,1990-08-23,1,20302,DIACYCLOPS THOMASI,88,130,0.5
CR,1990,1990-08-23,1,51202,DIAPHANOSOMA BIRGEI,33.4,12,0.55
CR,1990,1990-08-23,1,61500,GASTROPUS,14.9,11,0.08
CR,1990,1990-08-23,1,61701,KELLICOTTIA BOSTONIENSIS,77.4,1,0.09
CR,1990,1990-08-23,1,61702,KELLICOTTIA LONGISPINA,83.8,10,0.11
CR,1990,1990-08-23,1,61801,KERATELLA COCHLEARIS,58.3,10,0.09
CR,1990,1990-08-23,1,61804,KERATELLA EARLINAE,1.1,1,0.09
CR,1990,1990-08-23,1,61808,KERATELLA TAUROCEPHALA,28.7,11,0.11
CR,1990,1990-08-23,1,30402,LEPTODIAPTOMUS MINUTUS,36.7,69,0.64
CR,1990,1990-08-23,1,63001,POLYARTHRA DOLICHOPTERA,36,15,0.1
CR,1990,1990-08-23,1,63003,POLYARTHRA MAJOR,22.2,12,0.09
CR,1990,1990-08-23,1,63004,POLYARTHRA REMATA,3.2,3,0.1
CR,1990,1990-08-23,1,63005,POLYARTHRA VULGARIS,2.2,2,0.09
CR,1990,1990-08-23,1,90000,UNKNOWN EGG-SHAPED ROTIFER,20.1,10,0.07
CR,1990,1990-09-06,1,60200,ASCOMORPHA,2.2,2,0.08
CR,1990,1990-09-06,1,60300,ASPLANCHNA,2.1,2,0.18
CR,1990,1990-09-06,1,50700,BOSMINIDAE,1.6,3,0.29
CR,1990,1990-09-06,1,60400,BRACHIONUS,1.1,1,0.11
CR,1990,1990-09-06,1,51000,CHYDORUS,5.3,10,0.25
CR,1990,1990-09-06,1,60800,CONOCHILOIDES,4.3,4,0.11
CR,1990,1990-09-06,1,60900,CONOCHILUS,10.7,7,0.07
CR,1990,1990-09-06,1,10000,COPEPOD NAUPLII,127.2,28,0.18
CR,1990,1990-09-06,1,51103,DAPHNIA MENDOTAE,9,11,0.76
CR,1990,1990-09-06,1,20302,DIACYCLOPS THOMASI,141.4,155,0.48
CR,1990,1990-09-06,1,61500,GASTROPUS,18,11,0.07
CR,1990,1990-09-06,1,61701,KELLICOTTIA BOSTONIENSIS,169.6,10,0.1
CR,1990,1990-09-06,1,61702,KELLICOTTIA LONGISPINA,85.9,10,0.12
CR,1990,1990-09-06,1,61801,KERATELLA COCHLEARIS,8.5,8,0.09
CR,1990,1990-09-06,1,61804,KERATELLA EARLINAE,1.1,1,0.11
CR,1990,1990-09-06,1,61808,KERATELLA TAUROCEPHALA,9.5,9,0.1
CR,1990,1990-09-06,1,30402,LEPTODIAPTOMUS MINUTUS,35.8,60,0.64
CR,1990,1990-09-06,1,63001,POLYARTHRA DOLICHOPTERA,46.7,15,0.1
CR,1990,1990-09-06,1,63003,POLYARTHRA MAJOR,4.3,4,0.11
CR,1990,1990-09-06,1,63004,POLYARTHRA REMATA,1.1,1,0.06
CR,1990,1990-09-06,1,63005,POLYARTHRA VULGARIS,3.2,3,0.11
CR,1990,1990-09-06,1,63602,TRICHOCERCA BIROSTRIS,3.3,3,0.1
CR,1990,1990-09-06,1,20901,TROPOCYCLOPS PRASINUS MEXICANUS,1.1,1,0.44
CR,1990,1990-09-06,1,93001,UNKNOWN,1.1,1,1.62
CR,1990,1990-09-06,1,92001,UNKNOWN ROTIFER,27.6,14,0.07
CR,1990,1990-09-19,1,50700,BOSMINIDAE,1.1,2,0.33
CR,1990,1990-09-19,1,51000,CHYDORUS,2.7,5,0.26
CR,1990,1990-09-19,1,60800,CONOCHILOIDES,5.3,5,0.12
CR,1990,1990-09-19,1,10000,COPEPOD NAUPLII,26.5,10,0.18
CR,1990,1990-09-19,1,51103,DAPHNIA MENDOTAE,3.7,5,0.8
CR,1990,1990-09-19,1,20302,DIACYCLOPS THOMASI,15.4,29,0.43
CR,1990,1990-09-19,1,61500,GASTROPUS,1.1,1,0.05
CR,1990,1990-09-19,1,61701,KELLICOTTIA BOSTONIENSIS,64.7,5,0.09
CR,1990,1990-09-19,1,61702,KELLICOTTIA LONGISPINA,11.7,5,0.11
CR,1990,1990-09-19,1,61801,KERATELLA COCHLEARIS,4.2,4,0.09
CR,1990,1990-09-19,1,61808,KERATELLA TAUROCEPHALA,2.1,2,0.1
CR,1990,1990-09-19,1,30402,LEPTODIAPTOMUS MINUTUS,7.4,14,0.71
CR,1990,1990-09-19,1,63001,POLYARTHRA DOLICHOPTERA,10.6,5,0.09
CR,1990,1990-09-19,1,63003,POLYARTHRA MAJOR,1.1,1,0.13
CR,1990,1990-09-19,1,63004,POLYARTHRA REMATA,1.1,1,0.07
CR,1990,1990-09-19,1,63602,TRICHOCERCA BIROSTRIS,3.2,3,0.12
CR,1990,1990-09-19,1,92001,UNKNOWN ROTIFER,3.2,3,0.08
CR,1990,1990-10-04,1,50700,BOSMINIDAE,1.6,3,0.38
CR,1990,1990-10-04,1,51000,CHYDORUS,0.5,1,0.22
CR,1990,1990-10-04,1,60800,CONOCHILOIDES,5.3,5,0.12
CR,1990,1990-10-04,1,60900,CONOCHILUS,1.1,1,0.12
CR,1990,1990-10-04,1,10000,COPEPOD NAUPLII,17,10,0.2
CR,1990,1990-10-04,1,20302,DIACYCLOPS THOMASI,13.9,26,0.52
CR,1990,1990-10-04,1,61701,KELLICOTTIA BOSTONIENSIS,118.7,5,0.1
CR,1990,1990-10-04,1,61702,KELLICOTTIA LONGISPINA,9.5,5,0.11
CR,1990,1990-10-04,1,61801,KERATELLA COCHLEARIS,2.1,2,0.08
CR,1990,1990-10-04,1,61808,KERATELLA TAUROCEPHALA,5.3,5,0.11
CR,1990,1990-10-04,1,30402,LEPTODIAPTOMUS MINUTUS,12.2,23,0.74
CR,1990,1990-10-04,1,63001,POLYARTHRA DOLICHOPTERA,9.5,5,0.11
CR,1990,1990-10-04,1,63003,POLYARTHRA MAJOR,1.1,1,0.1
CR,1990,1990-10-04,1,63004,POLYARTHRA REMATA,1.1,1,0.09
CR,1990,1990-10-04,1,93001,UNKNOWN,1.1,1,1.59
CR,1990,1990-10-04,1,92001,UNKNOWN ROTIFER,3.2,3,0.07
CR,1990,1990-10-17,1,50700,BOSMINIDAE,5.3,5,0.35
CR,1990,1990-10-17,1,51000,CHYDORUS,5.8,5,0.29
CR,1990,1990-10-17,1,60900,CONOCHILUS,12.7,5,0.09
CR,1990,1990-10-17,1,10000,COPEPOD NAUPLII,5.3,5,0.2
CR,1990,1990-10-17,1,20302,DIACYCLOPS THOMASI,16,30,0.56
CR,1990,1990-10-17,1,61500,GASTROPUS,2.1,2,0.08
CR,1990,1990-10-17,1,61701,KELLICOTTIA BOSTONIENSIS,67.8,5,0.12
CR,1990,1990-10-17,1,61702,KELLICOTTIA LONGISPINA,4.2,4,0.12
CR,1990,1990-10-17,1,61801,KERATELLA COCHLEARIS,3.2,3,0.1
CR,1990,1990-10-17,1,61808,KERATELLA TAUROCEPHALA,1.1,1,0.13
CR,1990,1990-10-17,1,30402,LEPTODIAPTOMUS MINUTUS,17.5,32,0.8
CR,1990,1990-10-17,1,63001,POLYARTHRA DOLICHOPTERA,6.4,5,0.11
CR,1990,1990-10-17,1,63003,POLYARTHRA MAJOR,4.2,4,0.12
CR,1990,1990-10-17,1,63004,POLYARTHRA REMATA,2.1,2,0.07
CR,1990,1990-10-17,1,63005,POLYARTHRA VULGARIS,1.1,1,0.09
CR,1990,1990-10-17,1,63602,TRICHOCERCA BIROSTRIS,4.2,4,0.1
CR,1990,1990-10-17,1,90000,UNKNOWN EGG-SHAPED ROTIFER,4.2,4,0.08
CR,1990,1990-11-01,1,50700,BOSMINIDAE,1.6,3,0.32
CR,1990,1990-11-01,1,51000,CHYDORUS,0.5,1,0.37
CR,1990,1990-11-01,1,60800,CONOCHILOIDES,2.1,2,0.12
CR,1990,1990-11-01,1,60900,CONOCHILUS,2.1,2,0.08
CR,1990,1990-11-01,1,10000,COPEPOD NAUPLII,2.1,2,0.91
CR,1990,1990-11-01,1,51103,DAPHNIA MENDOTAE,2.1,4,0.88
CR,1990,1990-11-01,1,20302,DIACYCLOPS THOMASI,4.2,8,0.63
CR,1990,1990-11-01,1,61500,GASTROPUS,3.2,3,0.09
CR,1990,1990-11-01,1,61701,KELLICOTTIA BOSTONIENSIS,79.5,5,0.11
CR,1990,1990-11-01,1,61702,KELLICOTTIA LONGISPINA,7.4,5,0.14
CR,1990,1990-11-01,1,61808,KERATELLA TAUROCEPHALA,3.2,3,0.12
CR,1990,1990-11-01,1,30402,LEPTODIAPTOMUS MINUTUS,15.8,30,0.87
CR,1990,1990-11-01,1,63001,POLYARTHRA DOLICHOPTERA,12.7,5,0.13
CR,1990,1990-11-01,1,63602,TRICHOCERCA BIROSTRIS,3.2,2,0.09
CR,1990,1990-11-01,1,92001,UNKNOWN ROTIFER,11.7,5,0.07
CR,1990,1990-11-14,1,50700,BOSMINIDAE,3.7,5,0.4
CR,1990,1990-11-14,1,60800,CONOCHILOIDES,3.2,3,0.09
CR,1990,1990-11-14,1,60900,CONOCHILUS,3.2,3,0.07
CR,1990,1990-11-14,1,10000,COPEPOD NAUPLII,1.1,1,0.17
CR,1990,1990-11-14,1,51103,DAPHNIA MENDOTAE,7.4,5,1.07
CR,1990,1990-11-14,1,20302,DIACYCLOPS THOMASI,6.4,12,0.53
CR,1990,1990-11-14,1,61500,GASTROPUS,1.1,1,0.05
CR,1990,1990-11-14,1,61701,KELLICOTTIA BOSTONIENSIS,102.8,5,0.09
CR,1990,1990-11-14,1,61702,KELLICOTTIA LONGISPINA,14.8,5,0.12
CR,1990,1990-11-14,1,61801,KERATELLA COCHLEARIS,4.2,4,0.09
CR,1990,1990-11-14,1,61808,KERATELLA TAUROCEPHALA,3.2,3,0.12
CR,1990,1990-11-14,1,30402,LEPTODIAPTOMUS MINUTUS,23.9,31,0.86
CR,1990,1990-11-14,1,63001,POLYARTHRA DOLICHOPTERA,22.3,5,0.13
CR,1990,1990-11-14,1,63003,POLYARTHRA MAJOR,2.1,2,0.15
CR,1990,1990-11-14,1,63602,TRICHOCERCA BIROSTRIS,4.2,4,0.11
CR,1990,1990-11-14,1,93001,UNKNOWN,2.1,2,1.45
CR,1990,1990-11-14,1,90000,UNKNOWN EGG-SHAPED ROTIFER,1.1,1,0.1
CR,1990,1990-11-14,1,92001,UNKNOWN ROTIFER,11.7,5,0.07
CR,1991,1991-01-14,1,20101,ACANTHOCYCLOPS VERNALIS,1.1,2,0.6
CR,1991,1991-01-14,1,50700,BOSMINIDAE,3.7,5,0.37
CR,1991,1991-01-14,1,51000,CHYDORUS,0.5,1,0.83
CR,1991,1991-01-14,1,60900,CONOCHILUS,2.1,2,0.08
CR,1991,1991-01-14,1,10000,COPEPOD NAUPLII,24.4,10,0.16
CR,1991,1991-01-14,1,51103,DAPHNIA MENDOTAE,2.1,4,0.89
CR,1991,1991-01-14,1,51130,DAPHNIA PULICARIA,1.1,2,0.77
CR,1991,1991-01-14,1,20302,DIACYCLOPS THOMASI,17.5,18,0.78
CR,1991,1991-01-14,1,61500,GASTROPUS,2.1,2,0.07
CR,1991,1991-01-14,1,61701,KELLICOTTIA BOSTONIENSIS,265,5,0.11
CR,1991,1991-01-14,1,61702,KELLICOTTIA LONGISPINA,47.7,5,0.12
CR,1991,1991-01-14,1,61801,KERATELLA COCHLEARIS,22.3,5,0.09
CR,1991,1991-01-14,1,61806,KERATELLA QUADRATA,1.1,1,0.1
