lakeid,year4,site,rep,taxon_code,description,number_indiv,flag
SP,2000,24,3,HYALE,Hyalella,57,
SP,2000,24,3,CHIRO,Chironomidae,96,
SP,2001,24,1,ORCON,Orconectes,1,
SP,2001,24,1,OECET,Oecetis,1,
SP,2001,24,1,TRIAE,Triaenodes,1,
SP,2001,24,1,MYSTA,Mystacides,2,
SP,2001,24,1,HYDRO,Hydroptilidae,1,
SP,2001,24,1,PLANA,Planaria,5,
SP,2001,24,1,OSTRA,Ostracoda,45,
SP,2001,24,1,PELEC,Pelecypoda,2,
SP,2001,24,1,HAGEN,Hagenius,1,
SP,2001,24,1,ORBIT,Oribatei,1,
SP,2001,24,1,ENALL,Enallagma,17,
SP,2001,24,1,NECTO,Nectopsyche ,1,
SP,2001,24,1,HYALE,Hyalella,43,
SP,2001,24,1,OLIGO,Oligochaeta ,41,
SP,2001,24,1,HYDRC,Hydracarina,4,
SP,2001,24,1,HALAC,Halacaridae,1,
SP,2001,24,1,EPHEM,Ephemeroptera,5,
SP,2001,24,1,STENO,Stenonema,10,
SP,2001,24,1,PARAL,Paraleptophlebia,9,
SP,2001,24,1,EPHED,Ephemerellidae,1,
SP,2001,24,1,CAENI,Caenis,26,
SP,2001,24,1,BRANC,Branchiobdellida,2,
SP,2001,24,1,CHIRO,Chironomidae,265,
SP,2001,24,2,OECET,Oecetis,1,
SP,2001,24,2,LEPTO,Leptoceridae,1,
SP,2001,24,2,OXYTH,Oxyethira,3,
SP,2001,24,2,PLANA,Planaria,3,
SP,2001,24,2,OSTRA,Ostracoda,56,
SP,2001,24,2,ORBIT,Oribatei,2,
SP,2001,24,2,ENALL,Enallagma,12,
SP,2001,24,2,ISOPO,Isopoda,2,
SP,2001,24,2,CAENI,Caenis,2,
SP,2001,24,2,HYDRC,Hydracarina,3,
SP,2001,24,2,HALAC,Halacaridae,7,
SP,2001,24,2,EPHEM,Ephemeroptera,3,
SP,2001,24,2,STENO,Stenonema,10,
SP,2001,24,2,PARAL,Paraleptophlebia,9,
SP,2001,24,2,HYALE,Hyalella,18,
SP,2001,24,2,OLIGO,Oligochaeta ,24,
SP,2001,24,2,DUBIR,Dubiraphia,1,
SP,2001,24,2,CHIRO,Chironomidae,150,
SP,2001,24,3,YLODE,Ylodes,2,
SP,2001,24,3,OXYTH,Oxyethira,2,
SP,2001,24,3,PLANA,Planaria,8,
SP,2001,24,3,OSTRA,Ostracoda,57,
SP,2001,24,3,PELEC,Pelecypoda,1,
SP,2001,24,3,ORBIT,Oribatei,2,
SP,2001,24,3,ENALL,Enallagma,18,
SP,2001,24,3,NEMER,Nemertea,3,
SP,2001,24,3,HELIS,Helisoma,1,
SP,2001,24,3,STENO,Stenonema,11,
SP,2001,24,3,OLIGO,Oligochaeta ,18,
SP,2001,24,3,HYDRC,Hydracarina,6,
SP,2001,24,3,HALAC,Halacaridae,7,
SP,2001,24,3,EPHEM,Ephemeroptera,1,
SP,2001,24,3,EPHED,Ephemerellidae,1,
SP,2001,24,3,CAENI,Caenis,4,
SP,2001,24,3,HYALE,Hyalella,99,
SP,2001,24,3,CERAT,Ceratopogonidae,2,
SP,2001,24,3,CHIRO,Chironomidae,243,
SP,2002,24,1,TRICH,Trichoptera,1,
SP,2002,24,1,POLYC,Polycentropus,1,
SP,2002,24,1,POLYD,Polycentropodidae,1,
SP,2002,24,1,OECET,Oecetis,1,
SP,2002,24,1,OSTRA,Ostracoda,33,
SP,2002,24,1,PELEC,Pelecypoda,1,
SP,2002,24,1,HAGEN,Hagenius,1,
SP,2002,24,1,ORBIT,Oribatei,2,
SP,2002,24,1,ENALL,Enallagma,10,
SP,2002,24,1,ISOPO,Isopoda,1,
SP,2002,24,1,NEMER,Nemertea,1,
SP,2002,24,1,AESHA,Aeshna,2,
SP,2002,24,1,PLANA,Planaria,6,
SP,2002,24,1,HALAC,Halacaridae,9,
SP,2002,24,1,EPHEM,Ephemeroptera,9,
SP,2002,24,1,CAENI,Caenis,24,
SP,2002,24,1,HYDRC,Hydracarina,3,
SP,2002,24,1,PARAL,Paraleptophlebia,69,
SP,2002,24,1,STENO,Stenonema,12,
SP,2002,24,1,EPHED,Ephemerellidae,3,
SP,2002,24,1,ATENE,Atenella,2,
SP,2002,24,1,HYALE,Hyalella,82,
SP,2002,24,1,OLIGO,Oligochaeta ,11,
SP,2002,24,1,CERAT,Ceratopogonidae,1,
SP,2002,24,1,CHIRO,Chironomidae,140,
SP,2002,24,2,POLYC,Polycentropus,3,
SP,2002,24,2,OECET,Oecetis,1,
SP,2002,24,2,HYDRO,Hydroptilidae,1,
SP,2002,24,2,PLANA,Planaria,3,
SP,2002,24,2,DROMO,Dromogomphus,1,
SP,2002,24,2,TRAME,Tramea,1,
SP,2002,24,2,ORBIT,Oribatei,1,
SP,2002,24,2,OSTRA,Ostracoda,10,
SP,2002,24,2,ENALL,Enallagma,8,
SP,2002,24,2,ISOPO,Isopoda,1,
SP,2002,24,2,LEPTO,Leptoceridae,1,
SP,2002,24,2,CAENI,Caenis,13,
SP,2002,24,2,HYDRC,Hydracarina,2,
SP,2002,24,2,EPHEM,Ephemeroptera,4,
SP,2002,24,2,PARAL,Paraleptophlebia,16,
SP,2002,24,2,EPHED,Ephemerellidae,3,
SP,2002,24,2,STENO,Stenonema,4,
SP,2002,24,2,HYALE,Hyalella,51,
SP,2002,24,2,OLIGO,Oligochaeta ,34,
SP,2002,24,2,CERAT,Ceratopogonidae,2,
SP,2002,24,2,CHIRO,Chironomidae,284,
SP,2003,24,1,POLYD,Polycentropodidae,1,
SP,2003,24,1,TRICH,Trichoptera,1,
SP,2003,24,1,OECET,Oecetis,3,
SP,2003,24,1,PLANA,Planaria,4,
SP,2003,24,1,OSTRA,Ostracoda,27,
SP,2003,24,1,ENALL,Enallagma,2,
SP,2003,24,1,ISOPO,Isopoda,1,
SP,2003,24,1,BAETI,Baetidae,1,
SP,2003,24,1,GASTR,Gastropoda,12,
SP,2003,24,1,HALAC,Halacaridae,2,
SP,2003,24,1,CAENI,Caenis,10,
SP,2003,24,1,BASIA,Basiaeschna,1,
SP,2003,24,1,HYDRC,Hydracarina,6,
SP,2003,24,1,HELIS,Helisoma,1,
SP,2003,24,1,EPHEM,Ephemeroptera,2,
SP,2003,24,1,PARAL,Paraleptophlebia,49,
SP,2003,24,1,STENO,Stenonema,4,
SP,2003,24,1,HYALE,Hyalella,70,
SP,2003,24,1,OLIGO,Oligochaeta ,11,
SP,2003,24,1,CERAT,Ceratopogonidae,1,
SP,2003,24,1,CHIRO,Chironomidae,81,
SP,2003,24,2,POLYD,Polycentropodidae,2,
SP,2003,24,2,TRICH,Trichoptera,2,
SP,2003,24,2,LEPTO,Leptoceridae,4,
SP,2003,24,2,POLYC,Polycentropus,2,
SP,2003,24,2,PLANA,Planaria,5,
SP,2003,24,2,OSTRA,Ostracoda,52,
SP,2003,24,2,ORBIT,Oribatei,7,
SP,2003,24,2,ENALL,Enallagma,2,
SP,2003,24,2,CAENI,Caenis,8,
SP,2003,24,2,HYALE,Hyalella,50,
SP,2003,24,2,HYDRC,Hydracarina,6,
SP,2003,24,2,HALAC,Halacaridae,4,
SP,2003,24,2,GASTR,Gastropoda,11,
SP,2003,24,2,EPHEM,Ephemeroptera,7,
SP,2003,24,2,PARAL,Paraleptophlebia,59,
SP,2003,24,2,STENO,Stenonema,5,
SP,2003,24,2,EPHED,Ephemerellidae,1,
SP,2003,24,2,OLIGO,Oligochaeta ,37,
SP,2003,24,2,ELMID,Elmidae,1,
SP,2003,24,2,CHIRO,Chironomidae,127,
SP,2003,24,3,POLYD,Polycentropodidae,2,
SP,2003,24,3,POLYC,Polycentropus,6,
SP,2003,24,3,OECET,Oecetis,1,
SP,2003,24,3,PLANA,Planaria,5,
SP,2003,24,3,OSTRA,Ostracoda,58,
SP,2003,24,3,ORBIT,Oribatei,1,
SP,2003,24,3,ENALL,Enallagma,1,
SP,2003,24,3,EPITH,Epitheca,1,
SP,2003,24,3,BASIA,Basiaeschna,1,
SP,2003,24,3,HALAC,Halacaridae,4,
SP,2003,24,3,EPHEM,Ephemeroptera,9,
SP,2003,24,3,PARAL,Paraleptophlebia,89,
SP,2003,24,3,STENO,Stenonema,11,
SP,2003,24,3,CAENI,Caenis,11,
SP,2003,24,3,HYALE,Hyalella,43,
SP,2003,24,3,OLIGO,Oligochaeta ,11,
SP,2003,24,3,CERAT,Ceratopogonidae,3,
SP,2003,24,3,CHIRO,Chironomidae,164,
SP,2004,24,1,CAENI,Caenis,5,
SP,2004,24,1,EPHED,Ephemerellidae,2,
SP,2004,24,1,STENO,Stenonema,2,
SP,2004,24,1,PARAL,Paraleptophlebia,61,
SP,2004,24,1,ENALL,Enallagma,9,
SP,2004,24,1,CHIRO,Chironomidae,76,
SP,2004,24,1,CERAT,Ceratopogonidae,5,
SP,2004,24,1,POLYD,Polycentropodidae,1,
SP,2004,24,1,ELMID,Elmidae,1,
SP,2004,24,1,HALAC,Halacaridae,4,
SP,2004,24,1,ORBIT,Oribatei,3,
SP,2004,24,1,OSTRA,Ostracoda,35,
SP,2004,24,1,PLANA,Planaria,7,
SP,2004,24,1,OLIGO,Oligochaeta ,17,
SP,2004,24,1,HYALE,Hyalella,10,
SP,2004,24,1,PELEC,Pelecypoda,1,
SP,2004,24,2,CAENI,Caenis,5,
SP,2004,24,2,EPHED,Ephemerellidae,1,
SP,2004,24,2,EPHEM,Ephemeroptera,2,
SP,2004,24,2,PARAL,Paraleptophlebia,38,
SP,2004,24,2,BOYER,Boyeria,1,
SP,2004,24,2,ENALL,Enallagma,1,
SP,2004,24,2,DIPTE,Diptera,5,
SP,2004,24,2,CHIRO,Chironomidae,86,
SP,2004,24,2,CERAT,Ceratopogonidae,12,
SP,2004,24,2,TRICH,Trichoptera,1,
SP,2004,24,2,MYSTA,Mystacides,1,
SP,2004,24,2,POLYD,Polycentropodidae,1,
SP,2004,24,2,ELMID,Elmidae,1,
SP,2004,24,2,ORBIT,Oribatei,2,
SP,2004,24,2,OSTRA,Ostracoda,8,
SP,2004,24,2,PLANA,Planaria,15,
SP,2004,24,2,OLIGO,Oligochaeta ,17,
SP,2004,24,2,HYALE,Hyalella,23,
SP,2004,24,2,PELEC,Pelecypoda,1,
SP,2004,24,3,CAENI,Caenis,2,
SP,2004,24,3,PARAL,Paraleptophlebia,28,
SP,2004,24,3,BOYER,Boyeria,1,
SP,2004,24,3,MACRI,Macromiinae,1,
SP,2004,24,3,ENALL,Enallagma,9,
SP,2004,24,3,CHIRO,Chironomidae,22,
SP,2004,24,3,POLYD,Polycentropodidae,1,
SP,2004,24,3,HALAC,Halacaridae,1,
SP,2004,24,3,ORBIT,Oribatei,2,
SP,2004,24,3,OSTRA,Ostracoda,23,
SP,2004,24,3,PLANA,Planaria,3,
SP,2004,24,3,OLIGO,Oligochaeta ,5,
SP,2004,24,3,HYALE,Hyalella,7,
SP,2004,24,3,ISOPO,Isopoda,3,
TR,1981,50,1,CAENI,Caenis,34,
TR,1981,50,1,EURYL,Eurylophella,3,
TR,1981,50,1,PARAL,Paraleptophlebia,16,
TR,1981,50,1,STENO,Stenonema,7,
TR,1981,50,1,POLYC,Polycentropus,9,
TR,1981,50,1,TRIAE,Triaenodes,1,
TR,1981,50,1,PYRAL,Pyralidae,3,
TR,1981,50,1,CERAT,Ceratopogonidae,1,
TR,1981,50,1,CHIRO,Chironomidae,114,
TR,1981,50,1,HYALE,Hyalella,123,
TR,1981,50,1,GASTR,Gastropoda,3,
TR,1981,50,1,ACARI,Acari,6,
TR,1981,50,1,PLANA,Planaria,1,
TR,1981,50,2,CAENI,Caenis,29,
TR,1981,50,2,PARAL,Paraleptophlebia,13,
TR,1981,50,2,STENO,Stenonema,1,
TR,1981,50,2,ENALL,Enallagma,1,
TR,1981,50,2,LEPTO,Leptoceridae,1,
TR,1981,50,2,NECTO,Nectopsyche ,1,
TR,1981,50,2,POLYC,Polycentropus,12,
TR,1981,50,2,CERAT,Ceratopogonidae,1,
TR,1981,50,2,CHIRO,Chironomidae,101,
TR,1981,50,2,OLIGO,Oligochaeta ,6,
TR,1981,50,2,HYALE,Hyalella,93,
TR,1981,50,2,GASTR,Gastropoda,2,
TR,1981,50,2,ACARI,Acari,6,
TR,1981,50,2,PLANA,Planaria,1,
TR,1981,50,3,CAENI,Caenis,33,
TR,1981,50,3,EURYL,Eurylophella,4,
TR,1981,50,3,PARAL,Paraleptophlebia,10,
TR,1981,50,3,STENO,Stenonema,3,
TR,1981,50,3,LEPTO,Leptoceridae,2,
TR,1981,50,3,POLYC,Polycentropus,8,
TR,1981,50,3,PYRAL,Pyralidae,1,
TR,1981,50,3,CERAT,Ceratopogonidae,2,
TR,1981,50,3,OLIGO,Oligochaeta ,10,
TR,1981,50,3,HYALE,Hyalella,80,
TR,1981,50,3,GASTR,Gastropoda,9,
TR,1981,50,3,PLANA,Planaria,11,
TR,1981,50,3,CHIRO,Chironomidae,187,
TR,1981,50,3,TRIAE,Triaenodes,3,
TR,1981,67,1,CAENI,Caenis,50,
TR,1981,67,1,EURYL,Eurylophella,2,
TR,1981,67,1,PARAL,Paraleptophlebia,1,
TR,1981,67,1,BASIA,Basiaeschna,3,
TR,1981,67,1,POLYC,Polycentropus,8,
TR,1981,67,1,HIRUD,Hirudinea,1,
TR,1981,67,1,OLIGO,Oligochaeta ,8,
TR,1981,67,1,CRANG,Crangonyx,1,
TR,1981,67,1,GASTR,Gastropoda,2,
TR,1981,67,1,ACARI,Acari,1,
TR,1981,67,1,PLANA,Planaria,1,
TR,1981,67,1,STENO,Stenonema,14,
TR,1981,67,1,CHIRO,Chironomidae,81,
TR,1981,67,1,HYALE,Hyalella,81,
TR,1981,67,2,STENO,Stenonema,26,
TR,1981,67,2,MYSTA,Mystacides,1,
TR,1981,67,2,POLYC,Polycentropus,2,
TR,1981,67,2,TRIAE,Triaenodes,2,
TR,1981,67,2,CHIRO,Chironomidae,59,
TR,1981,67,2,HYALE,Hyalella,122,
TR,1981,67,2,PELEC,Pelecypoda,2,
TR,1981,67,2,GASTR,Gastropoda,1,
TR,1981,67,2,ACARI,Acari,2,
TR,1981,67,2,CAENI,Caenis,51,
TR,1981,67,2,OECET,Oecetis,2,
TR,1981,67,2,OLIGO,Oligochaeta ,9,
TR,1981,67,3,CAENI,Caenis,22,
TR,1981,67,3,PARAL,Paraleptophlebia,1,
TR,1981,67,3,STENO,Stenonema,18,
TR,1981,67,3,POLYC,Polycentropus,6,
TR,1981,67,3,CERAT,Ceratopogonidae,2,
TR,1981,67,3,CHIRO,Chironomidae,89,
TR,1981,67,3,HIRUD,Hirudinea,1,
TR,1981,67,3,OLIGO,Oligochaeta ,19,
TR,1981,67,3,HYALE,Hyalella,114,
TR,1981,67,3,PELEC,Pelecypoda,3,
TR,1981,67,3,GASTR,Gastropoda,4,
TR,1981,67,3,ACARI,Acari,1,
TR,1981,G,1,CAENI,Caenis,5,
TR,1981,G,1,PARAL,Paraleptophlebia,1,
TR,1981,G,1,POLYC,Polycentropus,1,
TR,1981,G,1,CHIRO,Chironomidae,133,
TR,1981,G,1,OLIGO,Oligochaeta ,19,
TR,1981,G,1,HYALE,Hyalella,31,
TR,1981,G,3,CAENI,Caenis,6,
TR,1981,G,3,BAETI,Baetidae,1,
TR,1981,G,3,TRIAE,Triaenodes,1,
TR,1981,G,3,CHIRO,Chironomidae,69,
TR,1981,G,3,OLIGO,Oligochaeta ,6,
TR,1981,G,3,HYALE,Hyalella,15,
TR,1981,G,3,PELEC,Pelecypoda,1,
TR,1982,17,1,CHIRO,Chironomidae,2,
TR,1982,17,1,EMPID,Empididae,1,
TR,1982,17,1,HIRUD,Hirudinea,1,
TR,1982,17,1,OLIGO,Oligochaeta ,2,
TR,1982,17,1,HYALE,Hyalella,38,
TR,1982,17,1,GASTR,Gastropoda,10,
TR,1982,17,1,ACARI,Acari,1,
TR,1982,17,2,CHIRO,Chironomidae,2,
TR,1982,17,2,HYALE,Hyalella,88,
TR,1982,17,2,GASTR,Gastropoda,3,
TR,1982,17,2,ACARI,Acari,2,
TR,1982,17,2,OLIGO,Oligochaeta ,3,
TR,1982,17,3,OLIGO,Oligochaeta ,3,
TR,1982,17,3,HYALE,Hyalella,110,
TR,1982,17,3,CHIRO,Chironomidae,13,
TR,1982,17,3,GASTR,Gastropoda,4,
TR,1982,31,1,CAENI,Caenis,4,
TR,1982,31,1,LEPTP,Leptophlebiidae,1,
TR,1982,31,1,POLYC,Polycentropus,4,
TR,1982,31,1,CHIRO,Chironomidae,7,
TR,1982,31,1,OLIGO,Oligochaeta ,1,
TR,1982,31,1,HYALE,Hyalella,20,
TR,1982,31,1,PLANA,Planaria,2,
TR,1982,31,1,TRIAE,Triaenodes,1,
TR,1982,31,1,ACARI,Acari,1,
TR,1982,31,3,CAENI,Caenis,1,
TR,1982,31,3,CHIRO,Chironomidae,16,
TR,1982,31,3,HIRUD,Hirudinea,2,
TR,1982,31,3,HYALE,Hyalella,107,
TR,1982,31,3,GASTR,Gastropoda,2,
TR,1982,31,3,ACARI,Acari,2,
TR,1982,31,3,OSTRA,Ostracoda,1,
TR,1982,31,3,POLYC,Polycentropus,3,
TR,1982,31,3,PELEC,Pelecypoda,1,
TR,1982,50,1,STENO,Stenonema,5,
TR,1982,50,1,POLYC,Polycentropus,6,
TR,1982,50,1,CHIRO,Chironomidae,13,
TR,1982,50,1,OLIGO,Oligochaeta ,12,
TR,1982,50,1,HYALE,Hyalella,87,
TR,1982,50,1,ASELL,Asellus,4,
TR,1982,50,1,GASTR,Gastropoda,1,
TR,1982,50,1,ACARI,Acari,4,
TR,1982,50,1,CAENI,Caenis,1,
TR,1982,50,1,DUBIR,Dubiraphia,3,
TR,1982,50,2,CAENI,Caenis,2,
TR,1982,50,2,STENO,Stenonema,2,
TR,1982,50,2,POLYC,Polycentropus,5,
TR,1982,50,2,DUBIR,Dubiraphia,2,
TR,1982,50,2,CERAT,Ceratopogonidae,2,
TR,1982,50,2,CHIRO,Chironomidae,62,
TR,1982,50,2,OLIGO,Oligochaeta ,6,
TR,1982,50,2,HYALE,Hyalella,104,
TR,1982,50,2,ASELL,Asellus,12,
TR,1982,50,2,ACARI,Acari,3,
TR,1982,50,3,CAENI,Caenis,5,
TR,1982,50,3,PARAL,Paraleptophlebia,2,
TR,1982,50,3,STENO,Stenonema,4,
TR,1982,50,3,OECET,Oecetis,1,
TR,1982,50,3,POLYC,Polycentropus,5,
TR,1982,50,3,DUBIR,Dubiraphia,1,
TR,1982,50,3,CHIRO,Chironomidae,14,
TR,1982,50,3,HIRUD,Hirudinea,1,
TR,1982,50,3,HYALE,Hyalella,80,
TR,1982,50,3,ASELL,Asellus,2,
TR,1982,50,3,GASTR,Gastropoda,3,
TR,1982,56,1,STENO,Stenonema,1,
TR,1982,56,1,LEPID,Lepidostoma,1,
TR,1982,56,1,CHIRO,Chironomidae,5,
TR,1982,56,1,OLIGO,Oligochaeta ,1,
TR,1982,56,1,HYALE,Hyalella,54,
TR,1982,56,1,PELEC,Pelecypoda,1,
TR,1982,56,1,ORCON,Orconectes,1,
TR,1982,56,1,PLANA,Planaria,7,
TR,1982,56,1,ACARI,Acari,4,
TR,1982,56,2,HEPTA,Heptageniidae,1,
TR,1982,56,2,OECET,Oecetis,1,
TR,1982,56,2,DUBIR,Dubiraphia,2,
TR,1982,56,2,CHIRO,Chironomidae,71,
TR,1982,56,2,HYALE,Hyalella,76,
TR,1982,56,2,GASTR,Gastropoda,2,
TR,1982,56,2,OSTRA,Ostracoda,2,
TR,1982,56,2,PLANA,Planaria,6,
TR,1982,56,2,LEPTO,Leptoceridae,1,
TR,1982,56,2,OLIGO,Oligochaeta ,38,
TR,1982,56,2,ACARI,Acari,2,
TR,1982,56,3,CAENI,Caenis,2,
TR,1982,56,3,ENALL,Enallagma,1,
TR,1982,56,3,OECET,Oecetis,4,
TR,1982,56,3,TRIAE,Triaenodes,1,
TR,1982,56,3,OLIGO,Oligochaeta ,6,
TR,1982,56,3,HYALE,Hyalella,65,
TR,1982,56,3,ACARI,Acari,1,
TR,1982,56,3,PLANA,Planaria,4,
TR,1982,56,3,STENO,Stenonema,1,
TR,1982,56,3,CHIRO,Chironomidae,42,
TR,1982,56,3,GASTR,Gastropoda,8,
TR,1982,67,1,CAENI,Caenis,2,
TR,1982,67,1,DUBIR,Dubiraphia,4,
TR,1982,67,1,CHIRO,Chironomidae,8,
TR,1982,67,1,HYALE,Hyalella,69,
TR,1982,67,1,ACARI,Acari,5,
TR,1982,67,1,PLANA,Planaria,2,
TR,1982,67,1,STENO,Stenonema,6,
TR,1982,67,1,GASTR,Gastropoda,1,
TR,1982,67,2,CAENI,Caenis,2,
TR,1982,67,2,STENO,Stenonema,3,
TR,1982,67,2,OECET,Oecetis,3,
TR,1982,67,2,POLYC,Polycentropus,3,
TR,1982,67,2,DUBIR,Dubiraphia,2,
TR,1982,67,2,CHIRO,Chironomidae,6,
TR,1982,67,2,HYALE,Hyalella,48,
TR,1982,67,2,ASELL,Asellus,2,
TR,1982,67,3,CAENI,Caenis,4,
TR,1982,67,3,PARAL,Paraleptophlebia,1,
TR,1982,67,3,STENO,Stenonema,2,
TR,1982,67,3,ENALL,Enallagma,2,
TR,1982,67,3,POLYC,Polycentropus,1,
TR,1982,67,3,DUBIR,Dubiraphia,3,
TR,1982,67,3,CHIRO,Chironomidae,7,
TR,1982,67,3,HIRUD,Hirudinea,1,
TR,1982,67,3,OLIGO,Oligochaeta ,2,
TR,1982,67,3,CRANG,Crangonyx,2,
TR,1982,67,3,HYALE,Hyalella,134,
TR,1982,67,3,ASELL,Asellus,2,
TR,1982,67,3,GASTR,Gastropoda,10,
TR,1982,67,3,ACARI,Acari,5,
TR,1982,G,1,CO_LI,Corduliidae_Libellulidae,1,
TR,1982,G,1,CHIRO,Chironomidae,9,
TR,1982,G,1,HYALE,Hyalella,15,
TR,1982,G,1,GASTR,Gastropoda,1,
TR,1982,G,2,CHIRO,Chironomidae,7,
TR,1982,G,2,HYALE,Hyalella,3,
TR,1982,G,3,CHIRO,Chironomidae,2,
TR,1982,G,3,HIRUD,Hirudinea,1,
TR,1982,G,3,HYALE,Hyalella,11,
TR,1982,G,3,GASTR,Gastropoda,1,
TR,1983,7,1,CAENI,Caenis,1,
TR,1983,7,1,STENO,Stenonema,13,
TR,1983,7,1,NECTO,Nectopsyche ,2,
TR,1983,7,1,OECET,Oecetis,1,
TR,1983,7,1,DUBIR,Dubiraphia,1,
TR,1983,7,1,OLIGO,Oligochaeta ,3,
TR,1983,7,1,HYALE,Hyalella,366,
TR,1983,7,1,ACARI,Acari,2,
TR,1983,7,1,PLANA,Planaria,14,
TR,1983,7,1,ENALL,Enallagma,1,
TR,1983,7,1,CHIRO,Chironomidae,29,
TR,1983,7,1,GASTR,Gastropoda,11,
TR,1983,7,2,STENO,Stenonema,8,
TR,1983,7,2,NECTO,Nectopsyche ,1,
TR,1983,7,2,POLYC,Polycentropus,1,
TR,1983,7,2,OLIGO,Oligochaeta ,29,
TR,1983,7,2,HYALE,Hyalella,214,
TR,1983,7,2,GASTR,Gastropoda,7,
TR,1983,7,2,PLANA,Planaria,29,
TR,1983,7,2,BASIA,Basiaeschna,1,
TR,1983,7,2,CHIRO,Chironomidae,39,
TR,1983,7,2,ACARI,Acari,3,
TR,1983,7,3,CAENI,Caenis,1,
TR,1983,7,3,STENO,Stenonema,5,
TR,1983,7,3,ENALL,Enallagma,1,
TR,1983,7,3,NECTO,Nectopsyche ,1,
TR,1983,7,3,CHIRO,Chironomidae,14,
TR,1983,7,3,OLIGO,Oligochaeta ,4,
TR,1983,7,3,GASTR,Gastropoda,12,
TR,1983,7,3,ACARI,Acari,2,
TR,1983,7,3,PLANA,Planaria,13,
TR,1983,7,3,PARAL,Paraleptophlebia,1,
TR,1983,7,3,DUBIR,Dubiraphia,4,
TR,1983,7,3,HYALE,Hyalella,394,
TR,1983,31,1,CAENI,Caenis,55,
TR,1983,31,1,PARAL,Paraleptophlebia,3,
TR,1983,31,1,STENO,Stenonema,4,
TR,1983,31,1,NECTO,Nectopsyche ,1,
TR,1983,31,1,OECET,Oecetis,1,
TR,1983,31,1,POLYC,Polycentropus,2,
TR,1983,31,1,TRIAE,Triaenodes,17,
TR,1983,31,1,CHIRO,Chironomidae,36,
TR,1983,31,1,OLIGO,Oligochaeta ,5,
TR,1983,31,1,HYALE,Hyalella,69,
TR,1983,31,1,ACARI,Acari,4,
TR,1983,31,2,CAENI,Caenis,39,
TR,1983,31,2,BAETI,Baetidae,1,
TR,1983,31,2,EURYL,Eurylophella,1,
TR,1983,31,2,STENO,Stenonema,4,
TR,1983,31,2,OECET,Oecetis,3,
TR,1983,31,2,POLYC,Polycentropus,5,
TR,1983,31,2,TRIAE,Triaenodes,2,
TR,1983,31,2,CHIRO,Chironomidae,59,
TR,1983,31,2,OLIGO,Oligochaeta ,20,
TR,1983,31,2,HYALE,Hyalella,51,
TR,1983,31,2,GASTR,Gastropoda,1,
TR,1983,31,2,ACARI,Acari,5,
TR,1983,31,2,OSTRA,Ostracoda,8,
TR,1983,31,2,PLANA,Planaria,1,
TR,1983,31,3,CAENI,Caenis,19,
TR,1983,31,3,PARAL,Paraleptophlebia,3,
TR,1983,31,3,STENO,Stenonema,5,
TR,1983,31,3,ENALL,Enallagma,1,
TR,1983,31,3,OECET,Oecetis,5,
TR,1983,31,3,POLYC,Polycentropus,3,
TR,1983,31,3,TRIAE,Triaenodes,20,
TR,1983,31,3,HIRUD,Hirudinea,1,
TR,1983,31,3,OLIGO,Oligochaeta ,6,
TR,1983,31,3,HYALE,Hyalella,52,
TR,1983,31,3,ACARI,Acari,3,
TR,1983,31,3,CHIRO,Chironomidae,19,
TR,1983,31,3,GASTR,Gastropoda,2,
TR,1983,56,1,CAENI,Caenis,2,
TR,1983,56,1,STENO,Stenonema,7,
TR,1983,56,1,NECTO,Nectopsyche ,2,
TR,1983,56,1,OECET,Oecetis,6,
TR,1983,56,1,TRIAE,Triaenodes,1,
TR,1983,56,1,CERAT,Ceratopogonidae,2,
TR,1983,56,1,CHIRO,Chironomidae,36,
TR,1983,56,1,HYALE,Hyalella,89,
TR,1983,56,1,GASTR,Gastropoda,1,
TR,1983,56,1,ACARI,Acari,15,
TR,1983,56,1,ENALL,Enallagma,1,
TR,1983,56,1,POLYC,Polycentropus,2,
TR,1983,56,1,OLIGO,Oligochaeta ,1,
TR,1983,56,1,PLANA,Planaria,7,
TR,1983,56,2,CAENI,Caenis,3,
TR,1983,56,2,PARAL,Paraleptophlebia,1,
TR,1983,56,2,NECTO,Nectopsyche ,2,
TR,1983,56,2,OECET,Oecetis,6,
TR,1983,56,2,OXYTH,Oxyethira,1,
TR,1983,56,2,CERAT,Ceratopogonidae,3,
TR,1983,56,2,CHIRO,Chironomidae,71,
TR,1983,56,2,EMPID,Empididae,1,
TR,1983,56,2,HYALE,Hyalella,117,
TR,1983,56,2,GASTR,Gastropoda,1,
TR,1983,56,2,ACARI,Acari,16,
TR,1983,56,2,PLANA,Planaria,18,
TR,1983,56,2,STENO,Stenonema,8,
TR,1983,56,2,POLYC,Polycentropus,2,
TR,1983,56,2,OLIGO,Oligochaeta ,100,
TR,1983,56,3,CAENI,Caenis,4,
TR,1983,56,3,EURYL,Eurylophella,1,
TR,1983,56,3,STENO,Stenonema,6,
TR,1983,56,3,HYDRO,Hydroptilidae,1,
TR,1983,56,3,OECET,Oecetis,10,
TR,1983,56,3,OXYTH,Oxyethira,1,
TR,1983,56,3,POLYC,Polycentropus,2,
TR,1983,56,3,STACT,Stactobiella,1,
TR,1983,56,3,TRIAE,Triaenodes,4,
TR,1983,56,3,DUBIR,Dubiraphia,1,
TR,1983,56,3,CERAT,Ceratopogonidae,2,
