lakeid,year4,sampledate,taxon,species_code,density,avg_length,comments
ME,1993,1993-11-22,DAPHNIA MENDOTAE,51103,20339,1.81,
ME,1993,1993-11-22,DAPHNIA MENDOTAE JUVENILE,51103,40679,1,
ME,1993,1993-11-22,DAPHNIA PULICARIA,51130,55935,1.54,
ME,1993,1993-11-22,DAPHNIA PULICARIA JUVENILE,51130,45765,1.07,
ME,1993,1993-12-08,DAPHNIA MENDOTAE,51103,19812,1.52,
ME,1993,1993-12-08,DAPHNIA MENDOTAE JUVENILE,51103,14859,1.03,
ME,1993,1993-12-08,DAPHNIA PULICARIA,51130,14859,1.82,
ME,1993,1993-12-08,DAPHNIA PULICARIA JUVENILE,51130,9907,0.81,
ME,1994,1994-04-11,DAPHNIA MENDOTAE,51103,14803,1.72,
ME,1994,1994-04-11,DAPHNIA PULICARIA,51130,4934,1.74,
ME,1994,1994-04-25,DAPHNIA PULICARIA,51130,4990,1.8,
ME,1994,1994-05-12,DAPHNIA MENDOTAE,51103,20340,1.47,
ME,1994,1994-05-12,DAPHNIA MENDOTAE JUVENILE,51103,147465,0.84,
ME,1994,1994-05-12,DAPHNIA PULICARIA,51130,20340,1.44,
ME,1994,1994-05-12,DAPHNIA PULICARIA JUVENILE,51130,25425,0.79,
ME,1994,1994-05-24,DAPHNIA MENDOTAE,51103,103583,1.55,
ME,1994,1994-05-24,DAPHNIA MENDOTAE JUVENILE,51103,367251,0.83,
ME,1994,1994-05-24,DAPHNIA PULICARIA,51130,4709,1.49,
ME,1994,1994-05-24,DAPHNIA PULICARIA JUVENILE,51130,28249,0.74,
ME,1994,1994-06-06,DAPHNIA MENDOTAE,51103,128895,1.67,
ME,1994,1994-06-06,DAPHNIA MENDOTAE JUVENILE,51103,120005,0.94,
ME,1994,1994-06-06,DAPHNIA PULICARIA,51130,35558,1.71,
ME,1994,1994-06-06,DAPHNIA PULICARIA JUVENILE,51130,8890,1.09,
ME,1994,1994-06-20,DAPHNIA MENDOTAE,51103,7156,2.36,
ME,1994,1994-06-20,DAPHNIA PULICARIA,51130,14314,1.83,
ME,1994,1994-06-20,DAPHNIA PULICARIA JUVENILE,51130,3579,1.05,
ME,1994,1994-07-05,DAPHNIA MENDOTAE,51103,9416,1.77,
ME,1994,1994-08-01,DAPHNIA MENDOTAE,51103,4747,1.49,
ME,1994,1994-08-01,DAPHNIA PULICARIA,51130,28476,1.77,
ME,1994,1994-08-01,DAPHNIA PULICARIA JUVENILE,51130,14239,0.79,
ME,1994,1994-08-15,DAPHNIA MENDOTAE JUVENILE,51103,4295,0.99,
ME,1994,1994-08-15,DAPHNIA PULICARIA,51130,8587,1.43,
ME,1994,1994-08-15,DAPHNIA PULICARIA JUVENILE,51130,12882,0.89,
ME,1994,1994-08-31,DAPHNIA PULICARIA,51130,4858,2.17,
ME,1994,1994-08-31,DAPHNIA PULICARIA JUVENILE,51130,14575,0.79,
ME,1994,1994-09-12,DAPHNIA PULICARIA,51130,9869,1.43,
ME,1994,1994-09-12,DAPHNIA PULICARIA JUVENILE,51130,14803,0.76,
ME,1994,1994-09-26,DAPHNIA MENDOTAE JUVENILE,51103,19889,0.88,
ME,1994,1994-09-26,DAPHNIA PULICARIA JUVENILE,51130,9945,0.81,
ME,1994,1994-10-10,DAPHNIA MENDOTAE,51103,4709,1.86,
ME,1994,1994-10-10,DAPHNIA PULICARIA,51130,9416,1.95,
ME,1994,1994-10-10,DAPHNIA PULICARIA JUVENILE,51130,14125,0.85,
ME,1994,1994-10-27,DAPHNIA MENDOTAE,51103,13898,2.07,
ME,1994,1994-10-27,DAPHNIA MENDOTAE JUVENILE,51103,4632,1.05,
ME,1994,1994-10-27,DAPHNIA PULICARIA,51130,9266,1.95,
ME,1994,1994-10-27,DAPHNIA PULICARIA JUVENILE,51130,13898,1.05,
ME,1994,1994-11-07,DAPHNIA MENDOTAE,51103,8587,1.74,
ME,1994,1994-11-07,DAPHNIA MENDOTAE JUVENILE,51103,21470,0.95,
ME,1994,1994-11-07,DAPHNIA PULICARIA,51130,25763,1.81,
ME,1994,1994-11-07,DAPHNIA PULICARIA JUVENILE,51130,98761,0.84,
ME,1994,1994-11-21,DAPHNIA MENDOTAE,51103,14803,2.19,
ME,1994,1994-11-21,DAPHNIA MENDOTAE JUVENILE,51103,4934,0.93,
ME,1994,1994-11-21,DAPHNIA PULICARIA,51130,44409,1.63,
ME,1994,1994-11-21,DAPHNIA PULICARIA JUVENILE,51130,113490,1.01,
ME,1994,1994-12-05,DAPHNIA PULICARIA,51130,22412,1.55,
ME,1994,1994-12-05,DAPHNIA PULICARIA JUVENILE,51130,17929,1.04,
MO,1976,1976-01-20,AGLAODIAPTOMUS CLAVIPES,30901,32000,1.9,
MO,1976,1976-01-20,CALANOIDA COPEPODITES,30000,64000,0.7,
MO,1976,1976-01-20,CHYDORUS SPHAERICUS,51005,8000,0.33,
MO,1976,1976-01-20,COPEPOD NAUPLII,10000,4000,0.19,
MO,1976,1976-01-20,CYCLOPOIDA COPEPODITES,20000,4000,0.46,
MO,1976,1976-01-20,DAPHNIA MENDOTAE,51103,31000,1.45,
MO,1976,1976-01-20,DAPHNIA MENDOTAE JUVENILE,51103,10000,0.81,
MO,1976,1976-01-20,DAPHNIA PULICARIA,51130,10000,1.68,
MO,1976,1976-01-20,DIACYCLOPS THOMASI,20302,43000,0.85,
MO,1976,1976-01-20,KELLICOTTIA LONGISPINA,61702,19000,,
MO,1976,1976-01-20,KERATELLA QUADRATA,61806,188000,0.12,
MO,1976,1976-01-20,LEPTODIAPTOMUS SICILOIDES,30404,64000,1.5,
MO,1976,1976-01-20,SKISTODIAPTOMUS OREGONENSIS,30801,64000,1.11,
MO,1976,1976-02-25,AGLAODIAPTOMUS CLAVIPES,30901,15000,1.94,
MO,1976,1976-02-25,BOSMINA LONGIROSTRIS,50701,5000,0.33,
MO,1976,1976-02-25,CHYDORUS SPHAERICUS,51005,5000,0.31,
MO,1976,1976-02-25,COPEPOD NAUPLII,10000,111000,0.21,
MO,1976,1976-02-25,CYCLOPOIDA COPEPODITES,20000,45000,0.54,
MO,1976,1976-02-25,DAPHNIA MENDOTAE,51103,4000,1.48,
MO,1976,1976-02-25,DAPHNIA MENDOTAE JUVENILE,51103,1000,1.02,
MO,1976,1976-02-25,DAPHNIA PULICARIA,51130,5000,1.5,
MO,1976,1976-02-25,DIACYCLOPS THOMASI,20302,265000,0.91,
MO,1976,1976-02-25,KERATELLA COCHLEARIS,61801,23000,0.09,
MO,1976,1976-02-25,LEPTODIAPTOMUS SICILOIDES,30404,129000,1.05,
MO,1976,1976-03-31,AGLAODIAPTOMUS CLAVIPES,30901,12000,1.83,
MO,1976,1976-03-31,ASCOMORPHA OVALIS,60202,138000,0.11,
MO,1976,1976-03-31,BOSMINA LONGIROSTRIS,50701,9000,0.5,
MO,1976,1976-03-31,CALANOIDA COPEPODITES,30000,9000,0.7,
MO,1976,1976-03-31,CHYDORUS SPHAERICUS,51005,6000,0.33,
MO,1976,1976-03-31,COPEPOD NAUPLII,10000,584000,0.16,
MO,1976,1976-03-31,CYCLOPOIDA COPEPODITES,20000,195000,0.39,
MO,1976,1976-03-31,DAPHNIA MENDOTAE,51103,13000,1.98,
MO,1976,1976-03-31,DAPHNIA MENDOTAE JUVENILE,51103,14000,0.72,
MO,1976,1976-03-31,DAPHNIA PULICARIA,51130,20000,1.65,
MO,1976,1976-03-31,DAPHNIA PULICARIA JUVENILE,51130,11000,0.99,
MO,1976,1976-03-31,DIACYCLOPS THOMASI,20302,204000,1.06,
MO,1976,1976-03-31,FILINIA,61400,3000,0.13,
MO,1976,1976-03-31,KERATELLA COCHLEARIS,61801,12000,0.11,
MO,1976,1976-03-31,LEPTODIAPTOMUS SICILOIDES,30404,111000,1.12,
MO,1976,1976-03-31,NOTHOLCA,62600,11000,,
MO,1976,1976-03-31,SYNCHAETA,63400,22000,,
MO,1976,1976-04-16,ASCOMORPHA OVALIS,60202,25000,0.11,
MO,1976,1976-04-16,CALANOIDA COPEPODITES,30000,19000,0.7,
MO,1976,1976-04-16,CHYDORUS SPHAERICUS,51005,16000,0.32,
MO,1976,1976-04-16,CONOCHILOIDES NATANS,60802,86000,,
MO,1976,1976-04-16,COPEPOD NAUPLII,10000,744000,0.24,
MO,1976,1976-04-16,CYCLOPOIDA COPEPODITES,20000,428000,0.48,
MO,1976,1976-04-16,DAPHNIA MENDOTAE,51103,18000,1.6,
MO,1976,1976-04-16,DAPHNIA MENDOTAE JUVENILE,51103,27000,0.79,
MO,1976,1976-04-16,DAPHNIA PULICARIA,51130,20000,1.81,
MO,1976,1976-04-16,DAPHNIA PULICARIA JUVENILE,51130,13000,0.88,
MO,1976,1976-04-16,DIACYCLOPS THOMASI,20302,167000,1.18,
MO,1976,1976-04-16,FILINIA,61400,6000,,
MO,1976,1976-04-16,KERATELLA COCHLEARIS,61801,49000,,
MO,1976,1976-04-16,KERATELLA QUADRATA,61806,6000,,
MO,1976,1976-04-16,LEPTODIAPTOMUS SICILOIDES,30404,26000,1.09,
MO,1976,1976-04-16,MESOCYCLOPS EDAX,20601,19000,1,
MO,1976,1976-04-16,NOTHOLCA,62600,18000,,
MO,1976,1976-04-16,POLYARTHRA,63000,12000,,
MO,1976,1976-05-21,AGLAODIAPTOMUS CLAVIPES,30901,7000,1.42,
MO,1976,1976-05-21,BOSMINA LONGIROSTRIS,50701,7000,0.41,
MO,1976,1976-05-21,CALANOIDA COPEPODITES,30000,133000,0.71,
MO,1976,1976-05-21,CHYDORUS SPHAERICUS,51005,61000,0.45,
MO,1976,1976-05-21,COPEPOD NAUPLII,10000,137000,0.21,
MO,1976,1976-05-21,DAPHNIA MENDOTAE,51103,14000,1.6,
MO,1976,1976-05-21,DAPHNIA MENDOTAE JUVENILE,51103,28000,0.88,
MO,1976,1976-05-21,DAPHNIA PULICARIA,51130,118000,1.78,
MO,1976,1976-05-21,DAPHNIA PULICARIA JUVENILE,51130,311000,1.05,
MO,1976,1976-05-21,KELLICOTTIA LONGISPINA,61702,24000,,
MO,1976,1976-05-21,KERATELLA QUADRATA,61806,8000,,
MO,1976,1976-05-21,LEPTODIAPTOMUS SICILOIDES,30404,58000,1.16,
MO,1976,1976-05-21,SKISTODIAPTOMUS OREGONENSIS,30801,4000,1.2,
MO,1976,1976-06-01,ACANTHOCYCLOPS VERNALIS,20101,8000,0.93,
MO,1976,1976-06-01,AGLAODIAPTOMUS CLAVIPES,30901,25000,1.32,
MO,1976,1976-06-01,ALONA,50300,4000,0.29,
MO,1976,1976-06-01,ASPLANCHNA,60300,4000,0.48,
MO,1976,1976-06-01,BOSMINA LONGIROSTRIS,50701,33000,0.32,
MO,1976,1976-06-01,CALANOIDA COPEPODITES,30000,351000,0.68,
MO,1976,1976-06-01,CHYDORUS SPHAERICUS,51005,96000,0.33,
MO,1976,1976-06-01,COPEPOD NAUPLII,10000,234000,0.24,
MO,1976,1976-06-01,CYCLOPOIDA COPEPODITES,20000,88000,0.5,
MO,1976,1976-06-01,DAPHNIA MENDOTAE,51103,4000,1.73,
MO,1976,1976-06-01,DAPHNIA MENDOTAE JUVENILE,51103,60000,0.85,
MO,1976,1976-06-01,DAPHNIA PULICARIA,51130,108000,1.6,
MO,1976,1976-06-01,DAPHNIA PULICARIA JUVENILE,51130,254000,0.83,
MO,1976,1976-06-01,DIACYCLOPS THOMASI,20302,33000,0.96,
MO,1976,1976-06-01,KERATELLA QUADRATA,61806,67000,0.18,
MO,1976,1976-06-01,LEPTODIAPTOMUS SICILOIDES,30404,113000,1.06,
MO,1976,1976-06-01,MESOCYCLOPS EDAX,20601,21000,1.45,
MO,1976,1976-06-10,ACANTHOCYCLOPS VERNALIS,20101,19000,1.31,
MO,1976,1976-06-10,AGLAODIAPTOMUS CLAVIPES,30901,19000,2.45,
MO,1976,1976-06-10,ALONA,50300,14000,0.45,
MO,1976,1976-06-10,BOSMINA LONGIROSTRIS,50701,37000,0.32,
MO,1976,1976-06-10,CALANOIDA COPEPODITES,30000,70000,0.72,
MO,1976,1976-06-10,CHYDORUS SPHAERICUS,51005,51000,0.32,
MO,1976,1976-06-10,COPEPOD NAUPLII,10000,23000,0.22,
MO,1976,1976-06-10,CYCLOPOIDA COPEPODITES,20000,84000,0.53,
MO,1976,1976-06-10,DAPHNIA MENDOTAE,51103,5000,1.5,
MO,1976,1976-06-10,DAPHNIA MENDOTAE JUVENILE,51103,27000,0.96,
MO,1976,1976-06-10,DAPHNIA PULICARIA,51130,215000,1.7,
MO,1976,1976-06-10,DAPHNIA PULICARIA JUVENILE,51130,27000,0.96,
MO,1976,1976-06-10,DIACYCLOPS THOMASI,20302,112000,1.55,
MO,1976,1976-06-10,LEPTODIAPTOMUS SICILOIDES,30404,107000,1.05,
MO,1976,1976-06-10,LEPTODORA KINDTI,52301,657,,
MO,1976,1976-06-10,MESOCYCLOPS EDAX,20601,37000,1,
MO,1976,1976-06-10,SKISTODIAPTOMUS OREGONENSIS,30801,33000,1.1,
MO,1976,1976-06-25,ACANTHOCYCLOPS VERNALIS,20101,24000,0.86,
MO,1976,1976-06-25,AGLAODIAPTOMUS CLAVIPES,30901,48000,1.88,
MO,1976,1976-06-25,CALANOIDA COPEPODITES,30000,170000,0.94,
MO,1976,1976-06-25,CHYDORUS SPHAERICUS,51005,3000,0.34,
MO,1976,1976-06-25,CONOCHILUS UNICORNIS,60902,49000,,
MO,1976,1976-06-25,COPEPOD NAUPLII,10000,73000,0.22,
MO,1976,1976-06-25,CYCLOPOIDA COPEPODITES,20000,57000,0.44,
MO,1976,1976-06-25,DAPHNIA MENDOTAE,51103,21000,1.6,
MO,1976,1976-06-25,DAPHNIA MENDOTAE JUVENILE,51103,4000,0.72,
MO,1976,1976-06-25,DAPHNIA PULICARIA,51130,290000,1.8,
MO,1976,1976-06-25,DAPHNIA PULICARIA JUVENILE,51130,95000,1.02,
MO,1976,1976-06-25,KELLICOTTIA LONGISPINA,61702,8000,,
MO,1976,1976-06-25,LEPTODIAPTOMUS SICILOIDES,30404,158000,1.15,
MO,1976,1976-06-25,LEPTODORA KINDTI,52301,56,,
MO,1976,1976-06-25,MESOCYCLOPS EDAX,20601,49000,1.24,
MO,1976,1976-06-25,SKISTODIAPTOMUS OREGONENSIS,30801,16000,1.25,
MO,1976,1976-07-07,ACANTHOCYCLOPS VERNALIS,20101,44000,0.99,
MO,1976,1976-07-07,AGLAODIAPTOMUS CLAVIPES,30901,19000,1.75,
MO,1976,1976-07-07,CALANOIDA COPEPODITES,30000,61000,0.71,
MO,1976,1976-07-07,CONOCHILUS UNICORNIS,60902,819000,0.12,
MO,1976,1976-07-07,COPEPOD NAUPLII,10000,49000,0.22,
MO,1976,1976-07-07,CYCLOPOIDA COPEPODITES,20000,54000,0.47,
MO,1976,1976-07-07,DAPHNIA MENDOTAE,51103,5000,1.76,
MO,1976,1976-07-07,DAPHNIA PULICARIA,51130,43000,1.84,
MO,1976,1976-07-07,DAPHNIA PULICARIA JUVENILE,51130,123000,0.99,
MO,1976,1976-07-07,DIACYCLOPS THOMASI,20302,8000,,
MO,1976,1976-07-07,LEPTODIAPTOMUS SICILOIDES,30404,58000,1.02,
MO,1976,1976-07-07,LEPTODORA KINDTI,52301,170,0.89,
MO,1976,1976-07-07,MESOCYCLOPS EDAX,20601,32000,1.14,
MO,1976,1976-07-21,ACANTHOCYCLOPS VERNALIS,20101,5000,0.94,
MO,1976,1976-07-21,AGLAODIAPTOMUS CLAVIPES,30901,5000,1.38,
MO,1976,1976-07-21,CALANOIDA COPEPODITES,30000,32000,0.69,
MO,1976,1976-07-21,CONOCHILUS UNICORNIS,60902,1618000,0.11,
MO,1976,1976-07-21,COPEPOD NAUPLII,10000,42000,0.24,
MO,1976,1976-07-21,CYCLOPOIDA COPEPODITES,20000,63000,0.47,
MO,1976,1976-07-21,DAPHNIA MENDOTAE JUVENILE,51103,9000,0.9,
MO,1976,1976-07-21,DAPHNIA PULICARIA,51130,29000,1.5,
MO,1976,1976-07-21,DAPHNIA PULICARIA JUVENILE,51130,9000,1.05,
MO,1976,1976-07-21,DIACYCLOPS THOMASI,20302,27000,,
MO,1976,1976-07-21,DIAPHANOSOMA BIRGEI,51202,7000,1.5,
MO,1976,1976-07-21,LEPTODIAPTOMUS SICILOIDES,30404,32000,1.17,
MO,1976,1976-07-21,LEPTODORA KINDTI,52301,170,,
MO,1976,1976-07-21,MESOCYCLOPS EDAX,20601,27000,0.99,
MO,1976,1976-07-21,SKISTODIAPTOMUS OREGONENSIS,30801,23000,,
MO,1976,1976-08-03,ACANTHOCYCLOPS VERNALIS,20101,104000,1.18,
MO,1976,1976-08-03,AGLAODIAPTOMUS CLAVIPES,30901,23000,1.42,
MO,1976,1976-08-03,CALANOIDA COPEPODITES,30000,181000,0.63,
MO,1976,1976-08-03,CONOCHILUS UNICORNIS,60902,9700000,0.11,
MO,1976,1976-08-03,COPEPOD NAUPLII,10000,68000,0.23,
MO,1976,1976-08-03,CYCLOPOIDA COPEPODITES,20000,140000,0.47,
MO,1976,1976-08-03,DAPHNIA MENDOTAE JUVENILE,51103,30000,0.85,
MO,1976,1976-08-03,DAPHNIA PULICARIA,51130,8000,1.84,
MO,1976,1976-08-03,DAPHNIA PULICARIA JUVENILE,51130,8000,0.8,
MO,1976,1976-08-03,DIACYCLOPS THOMASI,20302,36000,0.91,
MO,1976,1976-08-03,DIAPHANOSOMA BIRGEI,51202,8000,1.1,
MO,1976,1976-08-03,DIAPHANOSOMA BIRGEI JUVENILE,51202,17000,0.63,
MO,1976,1976-08-03,LEPTODIAPTOMUS SICILOIDES,30404,190000,1.15,
MO,1976,1976-08-03,MESOCYCLOPS EDAX,20601,54000,1.18,
MO,1976,1976-08-17,ACANTHOCYCLOPS VERNALIS,20101,112000,0.97,
MO,1976,1976-08-17,AGLAODIAPTOMUS CLAVIPES,30901,5000,1.33,
MO,1976,1976-08-17,CALANOIDA COPEPODITES,30000,146000,0.7,
MO,1976,1976-08-17,CONOCHILUS UNICORNIS,60902,1909000,0.11,
MO,1976,1976-08-17,COPEPOD NAUPLII,10000,66000,0.19,
MO,1976,1976-08-17,DAPHNIA MENDOTAE,51103,11000,1.84,
MO,1976,1976-08-17,DAPHNIA MENDOTAE JUVENILE,51103,21000,0.91,
MO,1976,1976-08-17,DAPHNIA PULICARIA,51130,11000,1.76,
MO,1976,1976-08-17,DAPHNIA PULICARIA JUVENILE,51130,38000,0.96,
MO,1976,1976-08-17,DIACYCLOPS THOMASI,20302,7000,0.98,
MO,1976,1976-08-17,DIAPHANOSOMA BIRGEI,51202,26000,1.05,
MO,1976,1976-08-17,DIAPHANOSOMA BIRGEI JUVENILE,51202,32000,0.68,
MO,1976,1976-08-17,LEPTODIAPTOMUS SICILOIDES,30404,91000,1.18,
MO,1976,1976-08-17,MESOCYCLOPS EDAX,20601,43000,1.01,
MO,1976,1976-08-31,ACANTHOCYCLOPS VERNALIS,20101,115000,0.99,
MO,1976,1976-08-31,AGLAODIAPTOMUS CLAVIPES,30901,6000,1.75,
MO,1976,1976-08-31,CALANOIDA COPEPODITES,30000,73000,0.69,
MO,1976,1976-08-31,CONOCHILUS UNICORNIS,60902,270000,0.11,
MO,1976,1976-08-31,COPEPOD NAUPLII,10000,961000,0.19,
MO,1976,1976-08-31,CYCLOPOIDA COPEPODITES,20000,120000,0.52,
MO,1976,1976-08-31,DAPHNIA MENDOTAE,51103,3000,2.09,
MO,1976,1976-08-31,DAPHNIA MENDOTAE JUVENILE,51103,5000,0.89,
MO,1976,1976-08-31,DAPHNIA RETROCURVA,51107,3000,1.56,
MO,1976,1976-08-31,DIACYCLOPS THOMASI,20302,26000,0.96,
MO,1976,1976-08-31,DIAPHANOSOMA BIRGEI,51202,13000,1.23,
MO,1976,1976-08-31,DIAPHANOSOMA BIRGEI JUVENILE,51202,26000,0.69,
MO,1976,1976-08-31,KERATELLA COCHLEARIS,61801,25000,,
MO,1976,1976-08-31,LEPTODIAPTOMUS SICILOIDES,30404,76000,1.15,
MO,1976,1976-08-31,LEPTODORA KINDTI,52301,56,,
MO,1976,1976-08-31,MESOCYCLOPS EDAX,20601,21000,1.36,
MO,1976,1976-09-24,ACANTHOCYCLOPS VERNALIS,20101,53000,0.96,
MO,1976,1976-09-24,AGLAODIAPTOMUS CLAVIPES,30901,13000,1.28,
MO,1976,1976-09-24,CALANOIDA COPEPODITES,30000,112000,0.78,
MO,1976,1976-09-24,CONOCHILUS UNICORNIS,60902,28000,0.11,
MO,1976,1976-09-24,COPEPOD NAUPLII,10000,98000,0.18,
MO,1976,1976-09-24,CYCLOPOIDA COPEPODITES,20000,199000,0.49,
MO,1976,1976-09-24,DAPHNIA MENDOTAE,51103,81000,1.87,
MO,1976,1976-09-24,DAPHNIA MENDOTAE JUVENILE,51103,31000,0.96,
MO,1976,1976-09-24,DAPHNIA PULICARIA JUVENILE,51130,2000,0.77,
MO,1976,1976-09-24,DAPHNIA RETROCURVA,51107,22000,1.34,
MO,1976,1976-09-24,DAPHNIA RETROCURVA JUVENILE,51107,25000,1.07,
MO,1976,1976-09-24,DIACYCLOPS THOMASI,20302,42000,0.91,
MO,1976,1976-09-24,DIAPHANOSOMA BIRGEI,51202,20000,1.18,
MO,1976,1976-09-24,DIAPHANOSOMA BIRGEI JUVENILE,51202,24000,0.74,
MO,1976,1976-09-24,KERATELLA COCHLEARIS,61801,17000,,
MO,1976,1976-09-24,LEPTODIAPTOMUS SICILOIDES,30404,242000,1.08,
MO,1976,1976-09-24,LEPTODORA KINDTI,52301,396,,
MO,1976,1976-09-24,MESOCYCLOPS EDAX,20601,35000,1.16,
MO,1976,1976-10-08,ACANTHOCYCLOPS VERNALIS,20101,131000,1,
MO,1976,1976-10-08,AGLAODIAPTOMUS CLAVIPES,30901,12000,1.42,
MO,1976,1976-10-08,CALANOIDA COPEPODITES,30000,53000,0.68,
MO,1976,1976-10-08,CONOCHILOIDES NATANS,60802,12000,,
MO,1976,1976-10-08,COPEPOD NAUPLII,10000,753000,0.18,
MO,1976,1976-10-08,CYCLOPOIDA COPEPODITES,20000,219000,0.3,
MO,1976,1976-10-08,DAPHNIA MENDOTAE,51103,74000,1.7,
MO,1976,1976-10-08,DAPHNIA MENDOTAE JUVENILE,51103,12000,0.78,
MO,1976,1976-10-08,DAPHNIA PULICARIA JUVENILE,51130,4000,0.85,
MO,1976,1976-10-08,DAPHNIA RETROCURVA,51107,8000,1.2,
MO,1976,1976-10-08,DIACYCLOPS THOMASI,20302,84000,1.1,
MO,1976,1976-10-08,DIAPHANOSOMA BIRGEI,51202,31000,1.15,
MO,1976,1976-10-08,DIAPHANOSOMA BIRGEI JUVENILE,51202,12000,0.71,
MO,1976,1976-10-08,KERATELLA COCHLEARIS,61801,12000,,
MO,1976,1976-10-08,LEPTODIAPTOMUS SICILOIDES,30404,95000,1.06,
MO,1976,1976-10-08,LEPTODORA KINDTI,52301,1131,,
MO,1976,1976-10-08,MESOCYCLOPS EDAX,20601,30000,1.3,
MO,1976,1976-11-11,ACANTHOCYCLOPS VERNALIS,20101,5000,0.85,
MO,1976,1976-11-11,AGLAODIAPTOMUS CLAVIPES,30901,14000,1.75,
MO,1976,1976-11-11,CALANOIDA COPEPODITES,30000,30000,0.7,
MO,1976,1976-11-11,COPEPOD NAUPLII,10000,12000,0.18,
MO,1976,1976-11-11,DAPHNIA MENDOTAE,51103,15000,1.9,
MO,1976,1976-11-11,DAPHNIA MENDOTAE JUVENILE,51103,33000,0.8,
MO,1976,1976-11-11,DAPHNIA PULICARIA,51130,3000,1.98,
MO,1976,1976-11-11,DAPHNIA RETROCURVA JUVENILE,51107,1000,0.96,
MO,1976,1976-11-11,DIACYCLOPS THOMASI,20302,205000,0.93,
MO,1976,1976-11-11,DIAPHANOSOMA BIRGEI,51202,15000,1.21,
MO,1976,1976-11-11,DIAPHANOSOMA BIRGEI JUVENILE,51202,1000,0.77,
MO,1976,1976-11-11,LEPTODIAPTOMUS SICILOIDES,30404,127000,1.12,
MO,1976,1976-11-11,LEPTODORA KINDTI,52301,112,,
MO,1976,1976-11-11,SKISTODIAPTOMUS OREGONENSIS,30801,12000,1.3,
MO,1976,1976-12-22,AGLAODIAPTOMUS CLAVIPES,30901,25000,,
MO,1976,1976-12-22,DAPHNIA MENDOTAE,51103,83000,1.95,
MO,1976,1976-12-22,DAPHNIA MENDOTAE JUVENILE,51103,88000,0.85,
MO,1976,1976-12-22,DAPHNIA PARVULA,51105,2000,1.05,
MO,1976,1976-12-22,DAPHNIA PARVULA JUVENILE,51105,5000,0.77,
MO,1976,1976-12-22,DAPHNIA PULICARIA,51130,5000,2.17,
MO,1976,1976-12-22,DIACYCLOPS THOMASI,20302,492000,0.98,
MO,1976,1976-12-22,DIAPHANOSOMA BIRGEI,51202,11000,1.1,
MO,1976,1976-12-22,KERATELLA COCHLEARIS,61801,8000,,
MO,1976,1976-12-22,LEPTODIAPTOMUS SICILOIDES,30404,358000,1.18,
MO,1976,1976-12-22,TROPOCYCLOPS PRASINUS MEXICANUS,20901,4000,,
MO,1977,1977-02-03,AGLAODIAPTOMUS CLAVIPES,30901,12000,1.12,
MO,1977,1977-02-03,CALANOIDA COPEPODITES,30000,17000,0.71,
MO,1977,1977-02-03,COPEPOD NAUPLII,10000,62000,0.17,
MO,1977,1977-02-03,CYCLOPOIDA COPEPODITES,20000,146000,0.44,
MO,1977,1977-02-03,DAPHNIA MENDOTAE,51103,56000,1.71,
MO,1977,1977-02-03,DAPHNIA MENDOTAE JUVENILE,51103,28000,0.85,
MO,1977,1977-02-03,DIACYCLOPS THOMASI,20302,499000,1.09,
MO,1977,1977-02-03,KERATELLA COCHLEARIS,61801,9000,,
MO,1977,1977-02-03,LEPTODIAPTOMUS SICILOIDES,30404,133000,1.08,
MO,1977,1977-03-07,AGLAODIAPTOMUS CLAVIPES,30901,4000,1.86,
MO,1977,1977-03-07,CALANOIDA COPEPODITES,30000,18000,0.47,
MO,1977,1977-03-07,COPEPOD NAUPLII,10000,39000,0.19,
MO,1977,1977-03-07,CYCLOPOIDA COPEPODITES,20000,75000,0.44,
MO,1977,1977-03-07,DAPHNIA MENDOTAE,51103,49000,1.64,
MO,1977,1977-03-07,DAPHNIA MENDOTAE JUVENILE,51103,42000,0.82,
MO,1977,1977-03-07,DIACYCLOPS THOMASI,20302,127000,1,
MO,1977,1977-03-07,KELLICOTTIA LONGISPINA,61702,12000,,
MO,1977,1977-03-07,LEPTODIAPTOMUS SICILOIDES,30404,83000,1.08,
MO,1977,1977-03-17,AGLAODIAPTOMUS CLAVIPES,30901,9000,1.91,
MO,1977,1977-03-17,ASPLANCHNA,60300,13000,0.26,
MO,1977,1977-03-17,COPEPOD NAUPLII,10000,796000,0.2,
MO,1977,1977-03-17,CYCLOPOIDA COPEPODITES,20000,84000,0.59,
MO,1977,1977-03-17,DAPHNIA MENDOTAE,51103,36000,1.42,
MO,1977,1977-03-17,DAPHNIA MENDOTAE JUVENILE,51103,45000,0.83,
MO,1977,1977-03-17,DAPHNIA PULICARIA,51130,3000,1.46,
MO,1977,1977-03-17,DIACYCLOPS THOMASI,20302,129000,1.6,
MO,1977,1977-03-17,LEPTODIAPTOMUS SICILOIDES,30404,120000,1.18,
MO,1977,1977-05-16,AGLAODIAPTOMUS CLAVIPES,30901,4000,1.5,
MO,1977,1977-05-16,CALANOIDA COPEPODITES,30000,38000,0.6,
MO,1977,1977-05-16,CHYDORUS SPHAERICUS,51005,18000,0.31,
MO,1977,1977-05-16,CONOCHILUS UNICORNIS,60902,22000,,
MO,1977,1977-05-16,COPEPOD NAUPLII,10000,1491000,0.21,
MO,1977,1977-05-16,CYCLOPOIDA COPEPODITES,20000,370000,0.48,
