lakeid,year4,daynum,sampledate,extcoef,lightext_flag,comments
CB,1985,203,1985-07-22,1.698,J,extcoef: Calculated from 2 frlight values
CB,1985,217,1985-08-05,1.266,J,extcoef: Calculated from 2 frlight values
CB,1985,232,1985-08-20,1.295,J,extcoef: Calculated from 2 frlight values
CB,1985,252,1985-09-09,,V,extcoef: Insufficient light data
CB,1985,276,1985-10-03,1.528,J,extcoef: Calculated from 2 frlight values
CB,1985,297,1985-10-24,1.419,J,extcoef: Calculated from 2 frlight values
CB,1985,316,1985-11-12,,V,extcoef: Insufficient light data
CB,1986,13,1986-01-13,,V,extcoef: Insufficient light data
CB,1986,56,1986-02-25,,V,extcoef: Insufficient light data
CB,1986,113,1986-04-23,2.282,J,extcoef: Calculated from 2 frlight values
CB,1986,126,1986-05-06,2.796,J,extcoef: Calculated from 2 frlight values
CB,1986,140,1986-05-20,2.211,J,extcoef: Calculated from 2 frlight values
CB,1986,153,1986-06-02,1.716,J,extcoef: Calculated from 2 frlight values
CB,1986,168,1986-06-17,1.711,J,extcoef: Calculated from 2 frlight values
CB,1986,182,1986-07-01,1.259,J,extcoef: Calculated from 2 frlight values
CB,1986,195,1986-07-14,1.345,J,extcoef: Calculated from 2 frlight values
CB,1986,212,1986-07-31,2.096,J,extcoef: Calculated from 2 frlight values
CB,1986,223,1986-08-11,1.415,J,extcoef: Calculated from 2 frlight values
CB,1986,239,1986-08-27,1.584,J,extcoef: Calculated from 2 frlight values
CB,1986,252,1986-09-09,1.496,J,extcoef: Calculated from 2 frlight values
CB,1986,266,1986-09-23,1.442,J,extcoef: Calculated from 2 frlight values
CB,1986,281,1986-10-08,,V,extcoef: Insufficient light data
CB,1986,293,1986-10-20,1.626,J,extcoef: Calculated from 2 frlight values
CB,1986,309,1986-11-05,,V,extcoef: Insufficient light data
CB,1987,20,1987-01-20,,V,extcoef: Insufficient light data
CB,1987,54,1987-02-23,,V,extcoef: Insufficient light data
CB,1987,78,1987-03-19,2.427,,
CB,1987,103,1987-04-13,1.922,J,extcoef: Calculated from 2 frlight values
CB,1987,120,1987-04-30,2.02,J,extcoef: Calculated from 2 frlight values
CB,1987,139,1987-05-19,1.979,J,extcoef: Calculated from 2 frlight values
CB,1987,154,1987-06-03,1.509,J,extcoef: Calculated from 2 frlight values
CB,1987,174,1987-06-23,1.564,J,extcoef: Calculated from 2 frlight values
CB,1987,182,1987-07-01,1.459,J,extcoef: Calculated from 2 frlight values
CB,1987,195,1987-07-14,1.309,J,extcoef: Calculated from 2 frlight values
CB,1987,208,1987-07-27,1.466,J,extcoef: Calculated from 2 frlight values
CB,1987,225,1987-08-13,1.398,J,extcoef: Calculated from 2 frlight values
CB,1987,237,1987-08-25,1.432,J,extcoef: Calculated from 2 frlight values
CB,1987,253,1987-09-10,1.548,J,extcoef: Calculated from 2 frlight values
CB,1987,266,1987-09-23,1.786,J,extcoef: Calculated from 2 frlight values
CB,1987,280,1987-10-07,1.361,J,extcoef: Calculated from 2 frlight values
CB,1987,293,1987-10-20,1.299,J,extcoef: Calculated from 2 frlight values
CB,1987,302,1987-10-29,1.623,J,extcoef: Calculated from 2 frlight values
CB,1987,321,1987-11-17,,V,extcoef: Insufficient light data
CB,1988,20,1988-01-20,,V,extcoef: No light data
CB,1988,60,1988-02-29,,V,extcoef: Insufficient light data
CB,1988,83,1988-03-23,,V,extcoef: Insufficient light data
CB,1988,112,1988-04-21,1.663,J,extcoef: Calculated from 2 frlight values
CB,1988,132,1988-05-11,1.801,J,extcoef: Calculated from 2 frlight values
CB,1988,144,1988-05-23,1.985,J,extcoef: Calculated from 2 frlight values
CB,1988,160,1988-06-08,1.67,J,extcoef: Calculated from 2 frlight values
CB,1988,174,1988-06-22,1.634,J,extcoef: Calculated from 2 frlight values
CB,1988,189,1988-07-07,1.742,J,extcoef: Calculated from 2 frlight values
CB,1988,200,1988-07-18,2.38,J,extcoef: Calculated from 2 frlight values
CB,1988,215,1988-08-02,2.258,J,extcoef: Calculated from 2 frlight values
CB,1988,228,1988-08-15,1.48,J,extcoef: Calculated from 2 frlight values
CB,1988,245,1988-09-01,1.29,J,extcoef: Calculated from 2 frlight values
CB,1988,258,1988-09-14,1.552,J,extcoef: Calculated from 2 frlight values
CB,1988,270,1988-09-26,0.647,J,extcoef: Calculated from 2 frlight values
CB,1988,284,1988-10-10,1.335,J,extcoef: Calculated from 2 frlight values
CB,1988,301,1988-10-27,,V,extcoef: Insufficient light data
CB,1988,321,1988-11-16,1.068,J,extcoef: Calculated from 2 frlight values
CB,1989,19,1989-01-19,,V,extcoef: Insufficient light data
CB,1989,52,1989-02-21,,V,extcoef: Insufficient light data
CB,1989,87,1989-03-28,0.197,,
CB,1989,124,1989-05-04,2.247,J,extcoef: Calculated from 2 frlight values
CB,1989,136,1989-05-16,1.504,J,extcoef: Calculated from 2 frlight values
CB,1989,150,1989-05-30,1.609,J,extcoef: Calculated from 2 frlight values
CB,1989,165,1989-06-14,0.358,J,extcoef: Calculated from 2 frlight values
CB,1989,177,1989-06-26,2.026,J,extcoef: Calculated from 2 frlight values
CB,1989,192,1989-07-11,2.172,J,extcoef: Calculated from 2 frlight values
CB,1989,207,1989-07-26,3.418,J,extcoef: Calculated from 2 frlight values
CB,1989,221,1989-08-09,,V,extcoef: Insufficient light data
CB,1989,235,1989-08-23,1.836,,
CB,1989,249,1989-09-06,1.866,,
CB,1989,262,1989-09-19,1.574,,
CB,1989,275,1989-10-02,2.505,,
CB,1989,291,1989-10-18,,V,extcoef: Light not monotonically decreasing
CB,1989,303,1989-10-30,1.79,,
CB,1989,311,1989-11-07,2.523,,
CB,1990,18,1990-01-18,,V,extcoef: Insufficient light data
CB,1990,58,1990-02-27,,V,extcoef: No light data
CB,1990,87,1990-03-28,,V,extcoef: No light data
CB,1990,122,1990-05-02,1.838,,
CB,1990,135,1990-05-15,1.962,,
CB,1990,150,1990-05-30,1.474,,
CB,1990,162,1990-06-11,1.717,,
CB,1990,176,1990-06-25,2.417,,
CB,1990,192,1990-07-11,1.929,,
CB,1990,206,1990-07-25,1.811,,
CB,1990,218,1990-08-06,2.004,,
CB,1990,232,1990-08-20,2.004,,
CB,1990,247,1990-09-04,1.646,,
CB,1990,260,1990-09-17,2.027,,
CB,1990,276,1990-10-03,,V,extcoef: Insufficient light data
CB,1990,288,1990-10-15,2.087,,
CB,1990,303,1990-10-30,2.077,,
CB,1990,312,1990-11-08,1.847,,
CB,1991,15,1991-01-15,,V,extcoef: Insufficient light data
CB,1991,49,1991-02-18,,V,extcoef: Insufficient light data
CB,1991,81,1991-03-22,2.823,,
CB,1991,129,1991-05-09,1.796,,
CB,1991,141,1991-05-21,1.844,,
CB,1991,154,1991-06-03,2.175,,
CB,1991,168,1991-06-17,2.318,,
CB,1991,183,1991-07-02,1.945,,
CB,1991,197,1991-07-16,2.177,,
CB,1991,212,1991-07-31,1.843,,
CB,1991,224,1991-08-12,1.834,,
CB,1991,238,1991-08-26,,V,extcoef: Light not monotonically decreasing
CB,1991,253,1991-09-10,2.061,,
CB,1991,268,1991-09-25,1.831,,
CB,1991,281,1991-10-08,2.051,,
CB,1991,302,1991-10-29,1.838,,
CB,1992,15,1992-01-15,,V,extcoef: Insufficient light data
CB,1992,56,1992-02-25,,V,extcoef: Insufficient light data
CB,1992,85,1992-03-25,3.067,,
CB,1992,125,1992-05-04,2.479,,
CB,1992,142,1992-05-21,2.022,,
CB,1992,156,1992-06-04,2.464,,
CB,1992,168,1992-06-16,2.592,,
CB,1992,190,1992-07-08,,V,extcoef: Light not monotonically decreasing
CB,1992,197,1992-07-15,,V,extcoef: No light data
CB,1992,209,1992-07-27,,V,extcoef: Light not monotonically decreasing
CB,1992,226,1992-08-13,1.893,,
CB,1992,239,1992-08-26,1.746,,
CB,1992,255,1992-09-11,2.104,,
CB,1992,267,1992-09-23,1.839,,
CB,1992,281,1992-10-07,2.428,,
CB,1992,296,1992-10-22,2.135,,
CB,1992,310,1992-11-05,2.796,,
CB,1993,14,1993-01-14,,V,extcoef: No light data
CB,1993,56,1993-02-25,,V,extcoef: Insufficient light data
CB,1993,82,1993-03-23,0,,
CB,1993,124,1993-05-04,,V,extcoef: No light data
CB,1993,139,1993-05-19,2.089,,
CB,1993,154,1993-06-03,2.254,,
CB,1993,166,1993-06-15,1.998,,
CB,1993,182,1993-07-01,2.321,,
CB,1993,193,1993-07-12,2.044,,
CB,1993,210,1993-07-29,,V,extcoef: Light not monotonically decreasing
CB,1993,222,1993-08-10,2.008,,
CB,1993,237,1993-08-25,,V,extcoef: Light not monotonically decreasing
CB,1993,252,1993-09-09,,V,extcoef: No light data
CB,1993,263,1993-09-20,,V,extcoef: Insufficient light data
CB,1993,279,1993-10-06,2.175,,
CB,1993,293,1993-10-20,1.712,,
CB,1993,306,1993-11-02,1.601,,
CB,1994,17,1994-01-17,,V,extcoef: Insufficient light data
CB,1994,54,1994-02-23,,V,extcoef: Insufficient light data
CB,1994,89,1994-03-30,2.945,,
CB,1994,122,1994-05-02,2.014,,
CB,1994,139,1994-05-19,2.011,,
CB,1994,157,1994-06-06,1.949,,
CB,1994,165,1994-06-14,1.93,,
CB,1994,180,1994-06-29,2.169,,
CB,1994,192,1994-07-11,2.045,,
CB,1994,207,1994-07-26,1.896,,
CB,1994,223,1994-08-11,2.183,,
CB,1994,234,1994-08-22,2,,
CB,1994,251,1994-09-08,2.105,,
CB,1994,263,1994-09-20,1.828,,
CB,1994,277,1994-10-04,2.175,,
CB,1994,293,1994-10-20,2.31,,
CB,1994,306,1994-11-02,2.044,,
CB,1994,319,1994-11-15,,V,extcoef: Light not monotonically decreasing
CB,1995,12,1995-01-12,2.335,,
CB,1995,46,1995-02-15,,V,extcoef: Insufficient light data
CB,1995,79,1995-03-20,2.714,,
CB,1995,122,1995-05-02,1.693,,
CB,1995,137,1995-05-17,1.695,,
CB,1995,153,1995-06-02,1.702,,
CB,1995,163,1995-06-12,1.657,,
CB,1995,178,1995-06-27,,V,extcoef: No light data
CB,1995,193,1995-07-12,2.234,,
CB,1995,205,1995-07-24,1.643,,
CB,1995,219,1995-08-07,1.308,,
CB,1995,234,1995-08-22,1.541,,
CB,1995,248,1995-09-05,3.092,,
CB,1995,264,1995-09-21,2.545,,
CB,1995,277,1995-10-04,1.4,,
CB,1995,290,1995-10-17,1.562,,
CB,1995,304,1995-10-31,1.638,,
CB,1995,312,1995-11-08,1.679,,
CB,1996,17,1996-01-17,,V,extcoef: No light data
CB,1996,51,1996-02-20,,V,extcoef: No light data
CB,1996,99,1996-04-08,,V,extcoef: No light data
CB,1996,129,1996-05-08,1.891,,
CB,1996,150,1996-05-29,,V,extcoef: Light not monotonically decreasing
CB,1996,165,1996-06-13,,V,extcoef: No light data
CB,1996,177,1996-06-25,2.809,,
CB,1996,190,1996-07-08,,V,extcoef: Light not monotonically decreasing
CB,1996,204,1996-07-22,1.918,,
CB,1996,220,1996-08-07,2.043,,
CB,1996,235,1996-08-22,2.134,,
CB,1996,249,1996-09-05,2.093,,
CB,1996,262,1996-09-18,,V,extcoef: Light not monotonically decreasing
CB,1996,275,1996-10-01,1.954,,
CB,1996,288,1996-10-14,2.107,,
CB,1996,310,1996-11-05,1.963,,
CB,1997,13,1997-01-13,,V,extcoef: No light data
CB,1997,48,1997-02-17,,V,extcoef: Insufficient light data
CB,1997,100,1997-04-10,3.39,,
CB,1997,127,1997-05-07,2.348,,
CB,1997,139,1997-05-19,1.957,,
CB,1997,153,1997-06-02,2.144,,
CB,1997,170,1997-06-19,,V,extcoef: Light not monotonically decreasing
CB,1997,181,1997-06-30,2.377,,
CB,1997,195,1997-07-14,,V,extcoef: Light not monotonically decreasing
CB,1997,210,1997-07-29,,V,extcoef: No light data
CB,1997,223,1997-08-11,,V,extcoef: Light not monotonically decreasing
CB,1997,238,1997-08-26,1.082,,
CB,1997,254,1997-09-11,2.067,,
CB,1997,265,1997-09-22,2.249,,
CB,1997,279,1997-10-06,2.691,,
CB,1997,294,1997-10-21,2.616,,
CB,1997,310,1997-11-06,2.737,,
CB,1998,20,1998-01-20,,V,extcoef: Insufficient light data
CB,1998,50,1998-02-19,2.534,,
CB,1998,76,1998-03-17,3.068,,
CB,1998,110,1998-04-20,3.032,,
CB,1998,125,1998-05-05,,V,extcoef: Light not monotonically decreasing
CB,1998,139,1998-05-19,1.732,,
CB,1998,154,1998-06-03,2.104,,
CB,1998,167,1998-06-16,1.959,,
CB,1998,181,1998-06-30,2.022,,
CB,1998,196,1998-07-15,2.268,,
CB,1998,209,1998-07-28,2.019,,
CB,1998,222,1998-08-10,2.017,,
CB,1998,236,1998-08-24,1.689,,
CB,1998,251,1998-09-08,2.032,,
CB,1998,264,1998-09-21,2.245,,
CB,1998,280,1998-10-07,2.138,,
CB,1998,294,1998-10-21,,V,extcoef: Light not monotonically decreasing
CB,1998,306,1998-11-02,1.999,,
CB,1999,19,1999-01-19,,V,extcoef: Insufficient light data
CB,1999,56,1999-02-25,,V,extcoef: Insufficient light data
CB,1999,88,1999-03-29,,V,extcoef: Light not monotonically decreasing
CB,1999,124,1999-05-04,2.757,,
CB,1999,139,1999-05-19,,V,extcoef: Light not monotonically decreasing
CB,1999,153,1999-06-02,1.241,,
CB,1999,165,1999-06-14,2.479,,
CB,1999,181,1999-06-30,1.757,,
CB,1999,194,1999-07-13,2.54,,
CB,1999,207,1999-07-26,1.909,,
CB,1999,221,1999-08-09,3.196,,
CB,1999,237,1999-08-25,2.421,,
CB,1999,252,1999-09-09,2.298,,
CB,1999,264,1999-09-21,2.606,,
CB,1999,278,1999-10-05,2.334,,
CB,1999,293,1999-10-20,5.01,,
CB,1999,307,1999-11-03,1.97,,
CB,2000,28,2000-01-28,,V,extcoef: Insufficient light data
CB,2000,54,2000-02-23,,V,extcoef: Insufficient light data
CB,2000,89,2000-03-29,3.336,,
CB,2000,108,2000-04-17,2.366,,
CB,2000,122,2000-05-01,1.917,,
CB,2000,138,2000-05-17,1.866,,
CB,2000,152,2000-05-31,1.425,,
CB,2000,166,2000-06-14,1.66,,
CB,2000,180,2000-06-28,1.825,,
CB,2000,192,2000-07-10,1.688,,
CB,2000,209,2000-07-27,2.809,,
CB,2000,221,2000-08-08,1.82,,
CB,2000,235,2000-08-22,2.873,,
CB,2000,250,2000-09-06,2.122,,
CB,2000,262,2000-09-18,2.168,,
CB,2000,276,2000-10-02,2.247,,
CB,2000,292,2000-10-18,1.835,,
CB,2000,305,2000-10-31,1.811,,
CB,2000,318,2000-11-13,0.948,,
CB,2001,16,2001-01-16,,V,extcoef: No light data
CB,2001,60,2001-03-01,,V,extcoef: Insufficient light data
CB,2001,92,2001-04-02,,V,extcoef: Insufficient light data
CB,2001,123,2001-05-03,1.921,,
CB,2001,135,2001-05-15,1.991,,
CB,2001,155,2001-06-04,,V,extcoef: Light not monotonically decreasing
CB,2001,164,2001-06-13,1.904,,
CB,2001,177,2001-06-26,1.668,,
CB,2001,192,2001-07-11,2.033,,
CB,2001,205,2001-07-24,2.178,,
CB,2001,220,2001-08-08,2.15,,
CB,2001,234,2001-08-22,2.176,,
CB,2001,248,2001-09-05,2.033,,
CB,2001,262,2001-09-19,2.177,,
CB,2001,275,2001-10-02,,V,extcoef: Light not monotonically decreasing
CB,2001,290,2001-10-17,1.982,,
CB,2001,303,2001-10-30,1.75,,
CB,2001,316,2001-11-12,2.816,,
CB,2002,22,2002-01-22,2.084,,
CB,2002,53,2002-02-22,,V,extcoef: Insufficient light data
CB,2002,92,2002-04-02,,V,extcoef: Insufficient light data
CB,2002,115,2002-04-25,1.992,,
CB,2002,128,2002-05-08,2.894,,
CB,2002,141,2002-05-21,1.836,,
CB,2002,155,2002-06-04,2.217,,
CB,2002,169,2002-06-18,,V,extcoef: Light not monotonically decreasing
CB,2002,182,2002-07-01,,V,extcoef: Light not monotonically decreasing
CB,2002,198,2002-07-17,2.139,,
CB,2002,210,2002-07-29,1.915,,
CB,2002,225,2002-08-13,1.805,,
CB,2002,239,2002-08-27,1.665,,
CB,2002,253,2002-09-10,1.793,,
CB,2002,266,2002-09-23,2.525,,
CB,2002,281,2002-10-08,2.214,,
CB,2002,295,2002-10-22,2.129,,
CB,2002,301,2002-10-28,2.555,,
CB,2003,34,2003-02-03,,V,extcoef: Insufficient light data
CB,2003,51,2003-02-20,,V,extcoef: Insufficient light data
CB,2003,91,2003-04-01,1.942,,
CB,2003,121,2003-05-01,3.071,,
CB,2003,132,2003-05-12,1.975,,
CB,2003,147,2003-05-27,,V,extcoef: No light data
CB,2003,161,2003-06-10,1.674,,
CB,2003,176,2003-06-25,2.069,,
CB,2003,189,2003-07-08,2.285,,
CB,2003,203,2003-07-22,2.182,,
CB,2003,216,2003-08-04,,V,extcoef: Insufficient light data
CB,2003,230,2003-08-18,2.398,,
CB,2003,246,2003-09-03,1.78,,
CB,2003,261,2003-09-18,1.997,,
CB,2003,272,2003-09-29,1.87,,
CB,2003,288,2003-10-15,,V,extcoef: No light data
CB,2003,301,2003-10-28,1.601,,
CB,2003,310,2003-11-06,,V,extcoef: No light data
CB,2004,21,2004-01-21,,V,extcoef: Insufficient light data
CB,2004,58,2004-02-27,,V,extcoef: Insufficient light data
CB,2004,97,2004-04-06,2.23,,
CB,2004,119,2004-04-28,,V,extcoef: No light data
CB,2004,132,2004-05-11,,V,extcoef: No light data
CB,2004,148,2004-05-27,3.145,,
CB,2004,161,2004-06-09,2.035,,
CB,2004,175,2004-06-23,2.201,,
CB,2004,190,2004-07-08,2.428,,
CB,2004,202,2004-07-20,2.203,,
CB,2004,217,2004-08-04,1.939,,
CB,2004,231,2004-08-18,2.053,,
CB,2004,244,2004-08-31,2.771,,
CB,2004,258,2004-09-14,1.88,,
CB,2004,273,2004-09-29,2.183,,
CB,2004,287,2004-10-13,2.166,,
CB,2004,300,2004-10-26,2.124,,
CB,2004,313,2004-11-08,2.948,,
CB,2005,12,2005-01-12,,V,extcoef: Insufficient light data
CB,2005,59,2005-02-28,,V,extcoef: No light data
CB,2005,90,2005-03-31,2.254,,
CB,2005,108,2005-04-18,2.845,,
CB,2005,124,2005-05-04,2.014,,
CB,2005,137,2005-05-17,2.115,,
CB,2005,153,2005-06-02,2.21,,
CB,2005,166,2005-06-15,1.977,,
CB,2005,180,2005-06-29,2.152,,
CB,2005,194,2005-07-13,2.477,,
CB,2005,208,2005-07-27,,V,extcoef: Light not monotonically decreasing
CB,2005,221,2005-08-09,1.582,,
CB,2005,234,2005-08-22,2.071,,
CB,2005,250,2005-09-07,2.094,,
CB,2005,263,2005-09-20,,V,extcoef: Light not monotonically decreasing
CB,2005,279,2005-10-06,2.164,,
CB,2005,292,2005-10-19,2.619,,
CB,2005,312,2005-11-08,2.253,,
CB,2006,12,2006-01-12,1.595,,
CB,2006,54,2006-02-23,,V,extcoef: Insufficient light data
CB,2006,86,2006-03-27,1.262,,
CB,2006,108,2006-04-18,2.742,,
CB,2006,123,2006-05-03,2.562,,
CB,2006,137,2006-05-17,3.212,,
CB,2006,152,2006-06-01,3.736,,
CB,2006,164,2006-06-13,2.763,,
CB,2006,179,2006-06-28,2.992,,
CB,2006,193,2006-07-12,2.653,,
CB,2006,207,2006-07-26,2.709,,
CB,2006,219,2006-08-07,3.507,,
CB,2006,234,2006-08-22,2.597,,
CB,2006,250,2006-09-07,2.193,,
CB,2006,261,2006-09-18,2.398,,
CB,2006,276,2006-10-03,2.036,,
CB,2006,291,2006-10-18,1.648,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CB,2006,299,2006-10-26,2.07,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CB,2007,22,2007-01-22,,V,extcoef: Insufficient light data
CB,2007,52,2007-02-21,4.031,,
CB,2007,113,2007-04-23,2.256,,
CB,2007,128,2007-05-08,1.783,,
CB,2007,143,2007-05-23,1.654,,
CB,2007,156,2007-06-05,1.647,,
CB,2007,169,2007-06-18,2.152,,
CB,2007,184,2007-07-03,2.248,,
CB,2007,199,2007-07-18,2.061,,
CB,2007,212,2007-07-31,1.652,,
CB,2007,226,2007-08-14,2.134,,
CB,2007,240,2007-08-28,1.831,,
CB,2007,253,2007-09-10,2.078,,
CB,2007,269,2007-09-26,1.834,,
CB,2007,283,2007-10-10,2.271,,
CB,2007,296,2007-10-23,2.779,,
CB,2007,312,2007-11-08,2.34,,
CB,2008,28,2008-01-28,,V,extcoef: Insufficient light data
CB,2008,56,2008-02-25,,V,extcoef: Insufficient light data
CB,2008,84,2008-03-24,,V,extcoef: Insufficient light data
CB,2008,127,2008-05-06,2.484,,
CB,2008,141,2008-05-20,2.595,,
CB,2008,157,2008-06-05,3.037,,
CB,2008,172,2008-06-20,3.245,,
CB,2008,184,2008-07-02,2.608,,
CB,2008,199,2008-07-17,2.901,,
CB,2008,211,2008-07-29,3.388,,
CB,2008,228,2008-08-15,3.016,,
CB,2008,240,2008-08-27,2.376,,
CB,2008,253,2008-09-09,2.688,,
CB,2008,269,2008-09-25,2.49,,
CB,2008,281,2008-10-07,2.45,,
CB,2008,296,2008-10-22,2.199,,
CB,2008,311,2008-11-06,2.337,,
CB,2009,22,2009-01-22,,V,extcoef: No light data
CB,2009,48,2009-02-17,3.153,,
CB,2009,77,2009-03-18,3.932,,
CB,2009,117,2009-04-27,2.62,,
CB,2009,132,2009-05-12,2.509,,
CB,2009,147,2009-05-27,,V,extcoef: Light not monotonically decreasing
CB,2009,160,2009-06-09,2.405,,
CB,2009,174,2009-06-23,2.945,,
CB,2009,189,2009-07-08,2.873,,
CB,2009,203,2009-07-22,,V,extcoef: Light not monotonically decreasing
CB,2009,215,2009-08-03,2.859,,
CB,2009,230,2009-08-18,3.021,,
CB,2009,245,2009-09-02,3.066,,
CB,2009,259,2009-09-16,2.435,,
CB,2009,271,2009-09-28,2.768,,
CB,2009,286,2009-10-13,2.002,,
CB,2009,301,2009-10-28,2.192,,
CB,2009,313,2009-11-09,2.098,,
CB,2010,14,2010-01-14,,V,extcoef: Insufficient light data
CB,2010,53,2010-02-22,,V,extcoef: Insufficient light data
CB,2010,104,2010-04-14,2.62,,
CB,2010,116,2010-04-26,2.808,,
CB,2010,131,2010-05-11,2.307,,
CB,2010,147,2010-05-27,2.25,,
CB,2010,159,2010-06-08,2.154,,
CB,2010,172,2010-06-21,2.326,,
CB,2010,187,2010-07-06,2.231,,
CB,2010,200,2010-07-19,2.718,,
CB,2010,216,2010-08-04,2.731,,
CB,2010,228,2010-08-16,3.08,,
CB,2010,245,2010-09-02,3.169,,
CB,2010,258,2010-09-15,4.526,,
CB,2010,270,2010-09-27,3.097,,
CB,2010,286,2010-10-13,3.753,,
CB,2010,298,2010-10-25,3.106,,
CB,2010,316,2010-11-12,3.281,,
CB,2011,25,2011-01-25,,V,extcoef: Insufficient light data
CB,2011,48,2011-02-17,,V,extcoef: Insufficient light data
CB,2011,76,2011-03-17,,V,extcoef: Insufficient light data
CB,2011,122,2011-05-02,,V,extcoef: Insufficient light data
CB,2011,139,2011-05-19,,V,extcoef: Insufficient light data
CB,2011,153,2011-06-02,,V,extcoef: Insufficient light data
CB,2011,166,2011-06-15,,V,extcoef: Insufficient light data
CB,2011,180,2011-06-29,,V,extcoef: Insufficient light data
CB,2011,192,2011-07-11,,V,extcoef: Insufficient light data
CB,2011,207,2011-07-26,,V,extcoef: Insufficient light data
CB,2011,222,2011-08-10,,V,extcoef: Insufficient light data
CB,2011,236,2011-08-24,,V,extcoef: Insufficient light data
CB,2011,250,2011-09-07,,V,extcoef: Insufficient light data
CB,2011,264,2011-09-21,,V,extcoef: Insufficient light data
CB,2011,277,2011-10-04,,V,extcoef: Insufficient light data
CB,2011,292,2011-10-19,,V,extcoef: Insufficient light data
CB,2011,305,2011-11-01,,V,extcoef: Insufficient light data
CB,2011,312,2011-11-08,,V,extcoef: Insufficient light data
CB,2012,9,2012-01-09,,,
CB,2012,53,2012-02-22,,,
CB,2012,95,2012-04-04,,,
CB,2012,110,2012-04-19,,,
CB,2012,122,2012-05-01,,,
CB,2012,136,2012-05-15,,,
CB,2012,151,2012-05-30,,,
CB,2012,165,2012-06-13,,,
CB,2012,179,2012-06-27,,,
CB,2012,191,2012-07-09,,,
CB,2012,206,2012-07-24,,,
CB,2012,221,2012-08-08,,,
CB,2012,235,2012-08-22,,,
CB,2012,249,2012-09-05,,,
CB,2012,262,2012-09-18,,,
CB,2012,277,2012-10-03,,,
CB,2012,291,2012-10-17,,,
CB,2012,304,2012-10-30,,,
CB,2012,310,2012-11-05,,,
CR,1981,113,1981-04-23,,V,extcoef: No light data
CR,1981,126,1981-05-06,,V,extcoef: No light data
CR,1981,140,1981-05-20,,V,extcoef: No light data
CR,1981,155,1981-06-04,,V,extcoef: No light data
CR,1981,167,1981-06-16,0.195,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1981,182,1981-07-01,0.167,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1981,195,1981-07-14,0.178,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1981,208,1981-07-27,0.192,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1981,224,1981-08-12,0.213,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1981,237,1981-08-25,0.191,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1981,253,1981-09-10,0.219,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1981,267,1981-09-24,0.152,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1981,292,1981-10-19,,V,extcoef: No light data
CR,1981,335,1981-12-01,0.181,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1982,22,1982-01-22,,V,extcoef: No light data
CR,1982,60,1982-03-01,,V,extcoef: No light data
CR,1982,98,1982-04-08,,V,extcoef: No light data
CR,1982,130,1982-05-10,0.216,,
CR,1982,147,1982-05-27,0.289,,
CR,1982,158,1982-06-07,0.182,,
CR,1982,175,1982-06-24,0.175,,
CR,1982,187,1982-07-06,,V,extcoef: Light not monotonically decreasing
CR,1982,200,1982-07-19,,V,extcoef: No light data
CR,1982,215,1982-08-03,0.243,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1982,228,1982-08-16,,V,extcoef: No light data
CR,1982,252,1982-09-09,0.225,,
CR,1982,265,1982-09-22,0.261,,
CR,1982,278,1982-10-05,0.257,,
CR,1982,294,1982-10-21,0.24,,
CR,1982,315,1982-11-11,0.224,,
CR,1982,337,1982-12-03,0.236,,
CR,1983,14,1983-01-14,,V,extcoef: No light data
CR,1983,52,1983-02-21,,V,extcoef: No light data
CR,1983,89,1983-03-30,,V,extcoef: No light data
CR,1983,132,1983-05-12,0.213,,
CR,1983,143,1983-05-23,0.232,,
CR,1983,157,1983-06-06,,V,extcoef: Light not monotonically decreasing
CR,1983,172,1983-06-21,,V,extcoef: Light not monotonically decreasing
CR,1983,188,1983-07-07,0.189,,
CR,1983,201,1983-07-20,0.212,,
CR,1983,214,1983-08-02,0.26,,
CR,1983,228,1983-08-16,0.256,,
CR,1983,252,1983-09-09,0.266,,
CR,1983,269,1983-09-26,0.273,,
CR,1983,292,1983-10-19,0.234,,
CR,1983,319,1983-11-15,0.227,,
CR,1983,333,1983-11-29,0.205,,
CR,1984,5,1984-01-05,,V,extcoef: No light data
CR,1984,60,1984-02-29,,V,extcoef: No light data
CR,1984,103,1984-04-12,,V,extcoef: No light data
CR,1984,116,1984-04-25,,V,extcoef: No light data
CR,1984,129,1984-05-08,0.216,,
CR,1984,144,1984-05-23,0.25,,
CR,1984,159,1984-06-07,0.225,,
CR,1984,170,1984-06-18,0.236,,
CR,1984,186,1984-07-04,0.213,,
CR,1984,200,1984-07-18,0.239,,
CR,1984,212,1984-07-30,,V,extcoef: No light data
