










Data Set Title: North Temperate Lakes LTER: Chlorophyll - Trout Lake Area

Investigator(s): NTL LTER Lead PI, North Temperate Lakes LTER

Contact(s): NTL LTER Lead PI; Center for Limnology, 680 N Park St, Madison, WI, 53706-1492, USA;(phone) 608-263-2567;(fax) 608-265-2340;(email) ehstanley@wisc.edu;
NTL LTER Information Manager; Center for Limnology, 680 N Park St, Madison, WI, 53706-1492, USA;(phone) 608-890-3446;(fax) 608-265-2340;(email) infomgr@lter.limnology.wisc.edu;

Abstract: Chlorophyll and phaeopigments are measured at our permanent sampling station in the deepest part of each lake. Chlorophyll samples are collected from the seven primary study lakes (Allequash, Big Muskellunge, Crystal, Sparkling, and Trout lakes and bog lakes 27-02 [Crystal Bog], and 12-15 [Trout Bog]) in the Trout Lake area at two to 10 depths depending on the lake and analyzed spectrophotometrically. 

Sampling Frequency: fortnightly during ice-free season - every 6 weeks during ice-covered season

Number of sites: 7

Initiation of study (mm/dd/yy): 06/30/1981


Data Table: North Temperate Lakes LTER: Chlorophyll - Trout Lake Area

Variables: 

LAKEID = lake name abbreviation
YEAR4 = year
DAYNUM = day of year
SAMPLEDATE = sample date
REP = replicate number
STA = station number
DEPTH = depth (meter)
CHLOR = chlorophyll a concentration (microgramPerLiter)
PHAEO = phaeophyton  concentration (microgramPerLiter)
FLAGCHLOR = data flag for chlor
FLAGPHAEO = data flag for phaeo


Variable Codes: 



LAKEID

AL = Allequash Lake
BM = Big Muskellunge Lake
CB = Bog 27-2  (Crystal Bog)
CR = Crystal Lake
SP = Sparkling Lake
TB = Bog 12-15  (Trout Bog)
TR = Trout Lake





Flags: 

A = Sample suspect
B = Standard curve/reduction suspect
C = No sample taken
D = Sample lost
E = Average of duplicate analyses
F = Duplicate analyses in error
G = Analysed late
H = Outside of standard range
I = Outside of data entry constraints 
J = Non standard routine followed
K = Data suspect
L = Data point and blind value differ by more than 15% 
M = More than two flags (See original data sheets)
N = Sample retested 
O = Value suspect but total pigment(CHL + PHAEO) value accurate 
P = TPM uncorrected for humidity change between filter weighing
Q = Quality control comments on SLOH lab sheet
R = Value between LOD (Limit of Detection)  and LOQ (Limit of Quantification)
S = Value below detection limit; set to zero
T = Sample contaminated; data not reported
U = Equipment malfunction produced bad value; value set to missing;
V = Frlight could not be computed; set to missing
W = negative light value; set to zero




From the North Temperate Lakes LTER database at: Tue Apr 26 13:16:32 CDT 2011
Dataset Results:
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LAKEID,YEAR4,DAYNUM,SAMPLEDATE,REP,STA,DEPTH,CHLOR,PHAEO
SP,1999,292,10/19/1999,2,1,18,8.6,43.3
SP,1999,292,10/19/1999,1,1,5,5.3,-.3
SP,1999,314,11/10/1999,1,1,5,15.6,.9
TB,1999,126,05/06/1999,1,1,7,1.4,8
TB,1999,207,07/26/1999,1,1,7,5.1,17
TB,1999,238,08/26/1999,1,1,5,16.7,8.7
TB,1999,238,08/26/1999,2,1,5,18.1,11
TB,1999,238,08/26/1999,1,1,3,95.5,19.8
TB,1999,263,09/20/1999,1,1,5,14.3,12.2
TB,1999,263,09/20/1999,1,1,7,18.4,13
TB,1999,294,10/21/1999,1,1,5,4.2,6.2
TB,1999,294,10/21/1999,1,1,7,5.4,15.6
TB,1999,308,11/04/1999,1,1,3,1.5,4.2
TB,1999,238,08/26/1999,1,1,0,10,4.5
TB,1999,55,02/24/1999,1,1,3,4.9,4.1
TB,1999,126,05/06/1999,1,1,5,3,5.6
TB,1999,308,11/04/1999,1,1,0,11,1.2
SP,2000,234,08/21/2000,1,1,5,3,-.1
SP,2000,234,08/21/2000,1,1,8,2.6,.7
SP,2000,234,08/21/2000,1,1,10,6,-1
CR,2000,234,08/21/2000,1,1,12,3.1,2.5
CR,2000,234,08/21/2000,1,1,19,6.6,5.1
BM,2000,237,08/24/2000,1,1,3,2.1,1.8
BM,2000,237,08/24/2000,1,1,5,2.1,2.2
BM,2000,237,08/24/2000,1,1,8,4.5,.4
BM,2000,237,08/24/2000,1,1,12,6.2,4.6
AL,2000,236,08/23/2000,1,1,7,200.4,99.5
TB,2000,236,08/23/2000,1,1,2,111.9,169.6
TB,2000,236,08/23/2000,1,1,5,10.8,9.2
TR,2000,235,08/22/2000,1,2,27,1.1,.5
CB,2000,235,08/22/2000,1,1,2,11.9,30.6
AL,2000,236,08/23/2000,1,1,2,5.5,8.7
SP,2000,234,08/21/2000,1,1,15,5.4,0
TR,2000,235,08/22/2000,1,2,15,4.3,-.2
CR,2000,234,08/21/2000,1,1,0,1.1,1.3
CR,2000,234,08/21/2000,1,1,5,1.3,1.3
BM,1999,239,08/27/1999,1,1,5,3.7,1.2
BM,1999,239,08/27/1999,1,1,12,6.4,1.9
BM,1999,239,08/27/1999,1,1,15,4.2,3.1
BM,1999,239,08/27/1999,1,1,3,3.2,.5
BM,1999,239,08/27/1999,1,1,19,4.8,2.4
BM,1999,250,09/07/1999,1,1,0,2.2,1.2
BM,1999,250,09/07/1999,1,1,3,2.2,1.7
BM,1999,250,09/07/1999,1,1,5,2.8,1
BM,1999,250,09/07/1999,1,1,8,3.8,1.3
BM,1999,250,09/07/1999,1,1,10,5.9,3.1
BM,1999,250,09/07/1999,1,1,16,4.6,4.5
BM,1999,250,09/07/1999,2,1,3,2.2,1.8
BM,1999,266,09/23/1999,1,1,5,3.3,1.4
BM,1999,266,09/23/1999,1,1,8,3.3,1.4
BM,1999,266,09/23/1999,1,1,16,9,13.9
BM,1999,266,09/23/1999,1,1,17,12.8,26.3
BM,1999,250,09/07/1999,1,1,12,4.6,2.9
BM,1999,250,09/07/1999,1,1,18,6.3,17
BM,1999,266,09/23/1999,1,1,12,3.3,2
BM,1999,277,10/04/1999,1,1,0,1,.2
BM,1999,277,10/04/1999,1,1,3,3.6,1.2
BM,1999,277,10/04/1999,1,1,5,4.2,.8
BM,1999,277,10/04/1999,1,1,8,5.8,-.8
BM,1999,277,10/04/1999,1,1,10,3.8,1
BM,1999,277,10/04/1999,1,1,16,10.1,27.8
BM,1999,277,10/04/1999,1,1,19,11.5,34.2
BM,1999,277,10/04/1999,2,1,16,11.2,26.7
BM,1999,277,10/04/1999,1,1,12,3.6,1.7
BM,1999,55,02/24/1999,1,1,18,.2,.4
BM,1999,152,06/01/1999,2,1,5,3.4,-.6
BM,1999,194,07/13/1999,1,1,18,2.2,1.1
BM,1999,294,10/21/1999,1,1,3,5.8,1.5
BM,1999,294,10/21/1999,1,1,10,6.1,1.4
BM,1999,294,10/21/1999,1,1,12,5.1,1.5
BM,1999,294,10/21/1999,1,1,16,6.1,1.7
SP,1999,314,11/10/1999,1,1,8,15.5,-.1
SP,1999,314,11/10/1999,1,1,15,13,1
SP,1999,314,11/10/1999,1,1,3,17.1,-1.6
SP,1999,314,11/10/1999,1,1,12,14.2,1.8
SP,1999,196,07/15/1999,1,1,10,4.3,.7
SP,1999,167,06/16/1999,1,1,8,2.8,1.3
SP,1999,314,11/10/1999,1,1,0,15.2,.1
SP,1999,83,03/24/1999,1,1,0,.6,.3
SP,1999,83,03/24/1999,1,1,18,-1.4,8.5
SP,1999,153,06/02/1999,1,1,0,4.1,.3
SP,1999,153,06/02/1999,1,1,5,3.7,.6
SP,1999,153,06/02/1999,1,1,10,2.4,.5
SP,1999,153,06/02/1999,1,1,15,2.7,.3
SP,1999,153,06/02/1999,1,1,18,19.9,4
SP,1999,18,01/18/1999,1,1,17,3.3,20.7
SP,1999,124,05/04/1999,1,1,3,3.5,-1.5
SP,1999,124,05/04/1999,1,1,8,3.9,.1
SP,1999,182,07/01/1999,1,1,5,1.6,.3
SP,1999,182,07/01/1999,1,1,12,3.8,1.9
SP,1999,182,07/01/1999,1,1,18,5.3,17.1
SP,1999,182,07/01/1999,1,1,0,1.3,.3
SP,1999,209,07/28/1999,1,1,0,1.8,.1
SP,1999,209,07/28/1999,1,1,8,2.9,.8
SP,1999,209,07/28/1999,1,1,12,7,2
SP,1999,235,08/23/1999,1,1,5,1.6,.4
SP,1999,235,08/23/1999,1,1,8,1.6,.7
SP,1999,235,08/23/1999,2,1,8,1.4,1
SP,1999,235,08/23/1999,1,1,18,17.2,61.2
SP,1999,266,09/23/1999,1,1,0,1.8,.6
SP,1999,266,09/23/1999,1,1,15,16.9,6.8
SP,1999,266,09/23/1999,1,1,8,1.8,.5
SP,1999,266,09/23/1999,1,1,12,4.7,1.4
SP,1999,153,06/02/1999,2,1,18,18.2,5.8
SP,1999,292,10/19/1999,1,1,12,2.8,.9
SP,1999,292,10/19/1999,1,1,18,7.1,47.3
SP,1999,314,11/10/1999,1,1,10,15.7,-.3
SP,1999,314,11/10/1999,2,1,10,15.9,-.3
CR,2000,234,08/21/2000,1,1,8,1.3,1.5
SP,2000,234,08/21/2000,1,1,3,2.4,.4
TR,2000,220,08/07/2000,1,2,10,3.9,.7
BM,2000,220,08/07/2000,1,1,5,2.8,.4
BM,2000,220,08/07/2000,1,1,8,4.7,.5
BM,2000,220,08/07/2000,1,1,12,10.9,1.5
BM,2000,220,08/07/2000,1,1,16,3.8,2.2
BM,2000,220,08/07/2000,1,1,19,6,7.2
SP,2000,221,08/08/2000,1,1,5,3,0
SP,2000,221,08/08/2000,1,1,8,3.3,.3
CB,2000,221,08/08/2000,1,1,2,148.9,19.5
AL,2000,222,08/09/2000,1,1,2,8.6,2.3
AL,2000,222,08/09/2000,1,1,6,89.4,-3.8
CR,2000,223,08/10/2000,1,1,3,2.5,.2
BM,1999,55,02/24/1999,2,1,10,-.2,.3
BM,1999,83,03/24/1999,2,1,18,2,2.2
BM,1999,123,05/03/1999,2,1,0,2.1,1.2
BM,1999,138,05/18/1999,2,1,10,2.8,.4
BM,1999,166,06/15/1999,2,1,19,1.2,.5
BM,1999,179,06/28/1999,2,1,12,7.7,.9
BM,1999,194,07/13/1999,2,1,3,1.8,.6
BM,1999,208,07/27/1999,2,1,12,7.1,2.5
SP,1999,83,03/24/1999,1,1,10,1.5,.2
SP,1999,54,02/23/1999,1,1,18,-1.7,4.2
SP,1999,153,06/02/1999,1,1,8,2.9,.8
SP,1999,124,05/04/1999,1,1,0,3.3,-.1
SP,1999,235,08/23/1999,1,1,12,3.7,.6
SP,1999,266,09/23/1999,1,1,10,4.5,1.1
SP,1999,292,10/19/1999,1,1,0,4.7,1.1
SP,1999,54,02/23/1999,1,1,10,.2,.5
SP,1999,124,05/04/1999,1,1,18,9.5,-3.1
SP,1999,314,11/10/1999,1,1,18,11.9,1.1
TR,1999,57,02/26/1999,1,2,0,2.2,.5
TR,1999,57,02/26/1999,1,2,3,2.5,.7
TR,1999,57,02/26/1999,1,2,5,2.8,.8
TR,1999,57,02/26/1999,1,2,8,1.6,.8
TR,1999,57,02/26/1999,1,2,10,1.7,.8
TR,1999,57,02/26/1999,1,2,15,1.2,.9
TR,1999,85,03/26/1999,1,2,5,2.6,.8
TR,1999,85,03/26/1999,1,2,8,2.6,.9
TR,1999,85,03/26/1999,1,2,27,1.5,.7
TR,1999,85,03/26/1999,1,2,3,2.6,.9
TR,1999,85,03/26/1999,1,2,10,3,.6
TR,1999,85,03/26/1999,1,2,15,1.2,.7
TR,1999,159,06/08/1999,1,2,3,3,.3
TR,1999,159,06/08/1999,1,2,8,5.1,.5
TR,1999,159,06/08/1999,1,2,10,4.9,.8
BM,2000,220,08/07/2000,2,1,16,3.6,2.1
SP,2000,221,08/08/2000,2,1,10,3.8,.2
TR,2000,220,08/07/2000,2,2,8,2.8,.6
CR,2000,153,06/01/2000,1,1,5,3.7,-1.8
CR,2000,153,06/01/2000,1,1,12,8.8,-2.6
CR,2000,153,06/01/2000,1,1,15,18.7,-7.9
CR,2000,153,06/01/2000,1,1,19,9.6,3.4
CR,2000,153,06/01/2000,2,1,19,14.3,-1.5
TB,2000,154,06/02/2000,1,1,6,14.1,10.8
TB,2000,154,06/02/2000,1,1,0,19.9,-4.3
CR,2000,153,06/01/2000,1,1,0,2.3,-.6
BM,2000,151,05/30/2000,1,1,12,2.9,.8
BM,2000,151,05/30/2000,1,1,16,1.9,.7
SP,2000,151,05/30/2000,1,1,3,1,.6
SP,2000,151,05/30/2000,1,1,10,.2,1.7
SP,2000,151,05/30/2000,1,1,12,2.9,.9
SP,2000,151,05/30/2000,1,1,15,2.6,1.7
TR,2000,152,05/31/2000,1,2,20,1.8,.7
TR,2000,152,05/31/2000,1,2,27,1.1,1.2
AL,2000,154,06/02/2000,1,1,6,.5,.8
AL,2000,154,06/02/2000,1,1,7,3.3,.4
TB,2000,154,06/02/2000,1,1,2,9.9,5.3
TB,2000,154,06/02/2000,1,1,7,10.7,8.4
CB,2000,152,05/31/2000,1,1,1,2.9,3.1
CB,2000,152,05/31/2000,1,1,2,9.8,13.1
CB,2000,152,05/31/2000,2,1,2,14.6,7.2
CR,2000,153,06/01/2000,1,1,3,1.9,-.9
CR,2000,153,06/01/2000,1,1,8,4.5,.1
AL,2000,154,06/02/2000,1,1,0,4,1.1
AL,2000,154,06/02/2000,1,1,4,2.4,1.7
BM,1999,294,10/21/1999,1,1,8,6.7,.9
BM,1999,294,10/21/1999,1,1,5,6.5,.8
BM,1999,294,10/21/1999,1,1,17,6.4,1.7
BM,1999,315,11/11/1999,1,1,0,5.5,3.6
BM,1999,315,11/11/1999,1,1,3,6.7,1.8
BM,1999,315,11/11/1999,1,1,5,6.5,2
BM,1999,315,11/11/1999,1,1,8,6.4,1.9
BM,1999,315,11/11/1999,1,1,12,6.2,2
BM,1999,315,11/11/1999,1,1,16,6.6,2
BM,1999,315,11/11/1999,1,1,18,6.3,1.7
BM,1999,266,09/23/1999,1,1,3,3.4,1.5
BM,1999,123,05/03/1999,1,1,0,1.8,1.2
BM,1999,123,05/03/1999,1,1,10,18.1,.8
BM,1999,55,02/24/1999,1,1,0,.1,.1
BM,1999,83,03/24/1999,1,1,0,.2,.3
BM,1999,152,06/01/1999,1,1,8,7,-4.6
BM,1999,152,06/01/1999,1,1,16,1.6,.3
BM,1999,123,05/03/1999,1,1,18,6.6,.4
BM,1999,179,06/28/1999,1,1,5,2.6,.4
BM,1999,179,06/28/1999,1,1,8,-.5,9.5
BM,1999,208,07/27/1999,1,1,0,1.5,.4
BM,1999,208,07/27/1999,1,1,16,3.2,2.6
BM,1999,208,07/27/1999,1,1,5,1.6,.5
BM,1999,239,08/27/1999,1,1,10,8.5,2.7
BM,1999,239,08/27/1999,2,1,19,7.9,.5
BM,1999,266,09/23/1999,1,1,0,2.9,1.1
BM,1999,266,09/23/1999,1,1,10,3,1.2
BM,1999,266,09/23/1999,2,1,12,3.6,2
BM,1999,294,10/21/1999,1,1,0,5.8,1.5
BM,1999,294,10/21/1999,2,1,0,5.5,2.2
TR,1999,159,06/08/1999,1,2,27,1.9,.6
TR,1999,159,06/08/1999,1,2,5,3.3,.3
TR,1999,166,06/15/1999,1,2,0,1.9,.3
TR,1999,166,06/15/1999,1,2,27,1.2,.8
TR,1999,166,06/15/1999,1,2,32,1.5,1.3
TR,1999,166,06/15/1999,1,2,2,1.9,.4
TR,1999,166,06/15/1999,1,2,5,2.6,-.1
TR,1999,166,06/15/1999,1,2,8,3.8,.9
TR,1999,166,06/15/1999,1,2,10,4.3,.8
TR,1999,166,06/15/1999,1,2,15,3.7,.8
TR,1999,166,06/15/1999,1,2,20,1.9,.8
TR,1999,130,05/10/1999,1,2,8,5.3,.4
TR,1999,130,05/10/1999,1,2,20,5.7,1.2
TR,1999,130,05/10/1999,1,2,27,5,3.9
TR,2000,152,05/31/2000,1,2,3,2.1,-.2
TR,2000,152,05/31/2000,1,2,5,1.8,.8
TR,2000,152,05/31/2000,1,2,8,3.7,.5
TR,2000,152,05/31/2000,1,2,32,3.1,1.3
BM,2000,151,05/30/2000,1,1,3,1.7,.9
BM,2000,151,05/30/2000,1,1,5,1.3,.2
BM,2000,151,05/30/2000,1,1,0,1.3,.5
BM,2000,151,05/30/2000,2,1,19,1.3,1
SP,2000,151,05/30/2000,1,1,5,.7,.5
SP,2000,151,05/30/2000,1,1,8,1.1,.9
CR,2000,223,08/10/2000,1,1,10,2.2,.7
CR,2000,223,08/10/2000,1,1,12,5.8,0
CR,2000,223,08/10/2000,1,1,15,12.7,3
CR,2000,223,08/10/2000,1,1,19,4.3,4.7
CR,2000,223,08/10/2000,2,1,12,5.3,1.1
CR,2000,223,08/10/2000,1,1,8,2.8,1.7
TB,2000,222,08/09/2000,1,1,2,84.2,14.2
TB,2000,222,08/09/2000,1,1,3,27.6,10.4
TB,2000,222,08/09/2000,1,1,5,11.9,7
TB,2000,222,08/09/2000,1,1,7,2.5,6.1
TB,2000,222,08/09/2000,2,1,7,2.4,9.6
CR,2000,223,08/10/2000,1,1,0,1.8,.2
SP,2000,221,08/08/2000,1,1,12,3.1,.9
SP,2000,221,08/08/2000,1,1,15,11.9,-.2
SP,2000,221,08/08/2000,1,1,18,4,6.6
CB,2000,221,08/08/2000,1,1,1,9.9,4.3
CB,2000,221,08/08/2000,2,1,2,223.8,1.4
AL,2000,222,08/09/2000,1,1,0,9.3,1.1
AL,2000,222,08/09/2000,1,1,4,9.6,.7
AL,2000,222,08/09/2000,1,1,7,225,13.7
TR,2000,220,08/07/2000,1,2,27,.5,.8
BM,1999,315,11/11/1999,1,1,10,6.4,1.8
BM,1999,315,11/11/1999,2,1,10,7,.3
BM,1999,152,06/01/1999,1,1,19,1.5,.6
BM,1999,152,06/01/1999,1,1,12,2.6,.2
BM,1999,239,08/27/1999,1,1,8,5.2,1.4
BM,1999,239,08/27/1999,1,1,0,3.3,.2
CB,1999,56,02/25/1999,1,1,1,8.5,5.1
CB,1999,56,02/25/1999,1,1,2,6.4,10
CB,1999,88,03/29/1999,1,1,1,19.5,8.1
CB,1999,153,06/02/1999,1,1,1,6.9,3.4
CB,1999,165,06/14/1999,1,1,0,11.4,2.4
CB,1999,165,06/14/1999,1,1,1,14.6,3.7
CB,1999,165,06/14/1999,1,1,2,37.2,5.5
CB,1999,19,01/19/1999,1,1,1,8.1,7.7
CB,1999,19,01/19/1999,1,1,2,3.6,8.6
CB,1999,124,05/04/1999,1,1,1,11.6,6.5
CB,1999,139,05/19/1999,1,1,0,3.4,1.6
CB,1999,139,05/19/1999,1,1,1,8.4,2.6
CB,1999,139,05/19/1999,1,1,2,50.2,-23.6
CB,1999,181,06/30/1999,1,1,1,5.7,22.7
CB,1999,194,07/13/1999,1,1,0,10.4,3.7
CB,1999,194,07/13/1999,1,1,2,30.3,23.9
CB,1999,194,07/13/1999,1,1,1,2.2,5.2
CB,1999,207,07/26/1999,1,1,0,4.2,2.8
CB,1999,207,07/26/1999,1,1,1,7.6,6.6
CB,1999,221,08/09/1999,1,1,0,14.6,14.7
CB,1999,221,08/09/1999,1,1,1,11.6,10.3
CB,1999,221,08/09/1999,1,1,2,161.1,43.6
CB,1999,221,08/09/1999,2,1,1,11,13.5
CB,1999,19,01/19/1999,2,1,0,66.4,7.2
TR,1999,137,05/17/1999,1,2,0,3.7,.7
TR,1999,137,05/17/1999,1,2,3,5.7,1.1
TR,1999,137,05/17/1999,1,2,5,7.1,.7
TR,1999,137,05/17/1999,1,2,8,7.4,.4
TR,1999,137,05/17/1999,1,2,10,8,.6
TR,1999,137,05/17/1999,1,2,15,4.4,1
TR,1999,137,05/17/1999,1,2,20,4.5,.4
TR,1999,137,05/17/1999,1,2,27,4.6,.8
TR,1999,130,05/10/1999,1,2,5,6,.6
TR,1999,180,06/29/1999,1,2,3,2.5,.4
TR,1999,180,06/29/1999,1,2,8,4.1,.5
TR,1999,180,06/29/1999,1,2,10,4.5,1.1
TR,1999,180,06/29/1999,1,2,27,.3,1
TR,1999,180,06/29/1999,1,2,32,4.4,1
TR,1999,193,07/12/1999,1,2,0,2.8,.6
TR,1999,193,07/12/1999,1,2,8,2.9,1.3
TR,1999,193,07/12/1999,1,2,20,1.3,1
TR,1999,193,07/12/1999,1,2,27,.2,1.4
TR,1999,193,07/12/1999,1,2,32,.3,.5
TR,1999,193,07/12/1999,1,2,5,2.2,1.4
TR,1999,193,07/12/1999,1,2,10,5,1.1
TR,1999,193,07/12/1999,1,2,15,2.7,1.1
TR,1999,193,07/12/1999,1,2,3,3.1,-.4
TR,2000,220,08/07/2000,1,2,31,.9,.9
BM,2000,220,08/07/2000,1,1,0,2.7,.3
BM,2000,220,08/07/2000,1,1,3,2.4,.4
BM,2000,220,08/07/2000,1,1,10,7.2,1.1
SP,2000,221,08/08/2000,1,1,0,2.6,.1
SP,2000,221,08/08/2000,1,1,3,2.6,.2
TR,2000,220,08/07/2000,1,2,0,3.4,.3
TR,2000,220,08/07/2000,1,2,3,3.2,.3
TR,2000,220,08/07/2000,1,2,5,2.8,.1
TR,2000,220,08/07/2000,1,2,15,2.6,.7
CR,2000,234,08/21/2000,1,1,10,3.4,.2
CR,2000,234,08/21/2000,2,1,10,2.8,-.2
CR,2000,265,09/21/2000,1,1,19,3.1,7.2
SP,2000,208,07/26/2000,1,1,18,3,5.2
SP,2000,291,10/17/2000,1,1,18,9.1,47.7
SP,2000,291,10/17/2000,2,1,15,11.6,10.2
TB,2000,154,06/02/2000,2,1,7,10.5,9.5
TB,2000,178,06/26/2000,1,1,7,5,9.6
TB,2000,236,08/23/2000,1,1,3,30,34.6
TB,2000,236,08/23/2000,2,1,3,27,47.1
TB,2000,291,10/17/2000,2,1,6,-.2,11
TR,2000,101,04/10/2000,1,2,0,4,-.1
TR,2000,101,04/10/2000,1,2,10,4.1,.8
TR,2000,152,05/31/2000,1,2,10,3.5,1.4
TR,2000,152,05/31/2000,2,2,10,4.7,1.6
TR,2000,179,06/27/2000,1,2,10,4.2,.5
TR,2000,207,07/25/2000,1,2,32,4.5,1.1
TR,2000,327,11/22/2000,1,2,10,4,1
TR,2000,327,11/22/2000,1,2,20,3.7,1
CB,2000,89,03/29/2000,1,1,1,3.5,6.7
CR,2000,293,10/19/2000,1,1,0,1.6,1.1
TR,2000,207,07/25/2000,1,2,8,2.6,.1
AL,2000,181,06/29/2000,1,1,7,43.5,5.3
AL,2000,263,09/19/2000,1,1,0,13.6,1.2
AL,2000,290,10/16/2000,1,1,4,12,-.9
AL,2000,320,11/15/2000,2,1,7,7,.4
AL,2000,55,02/24/2000,1,1,0,0,.3
AL,2000,154,06/02/2000,2,1,7,2,.9
BM,2000,178,06/26/2000,1,1,16,2.1,.1
BM,2000,264,09/20/2000,1,1,10,4.5,0
BM,2000,290,10/16/2000,1,1,0,2,.6
BM,2000,319,11/14/2000,1,1,0,2.7,.8
BM,2000,319,11/14/2000,1,1,19,3.1,.8
BM,2000,54,02/23/2000,2,1,10,0,.4
BM,2000,96,04/05/2000,1,1,0,3.3,.9
BM,2000,96,04/05/2000,1,1,10,3.7,.6
BM,2000,123,05/02/2000,1,1,10,4.2,1.4
TB,2001,136,05/16/2001,1,1,0,26.9,4.5
SP,2001,134,05/14/2001,1,1,10,6,-1
SP,2001,232,08/20/2001,1,1,0,1,-.1
CR,2001,221,08/09/2001,1,1,12,15.2,-3.7
CR,2001,221,08/09/2001,1,1,0,2.1,-.6
SP,2001,218,08/06/2001,1,1,8,3.7,-.4
BM,2001,206,07/25/2001,1,1,10,3.9,1.6
TR,2001,192,07/11/2001,1,2,3,1.8,.3
CR,2001,193,07/12/2001,1,1,5,.9,.4
TR,2001,207,07/26/2001,1,2,15,5.9,-.2
TR,2001,207,07/26/2001,1,2,20,1.7,.5
TR,2001,207,07/26/2001,1,2,27,.6,.5
TB,2001,204,07/23/2001,2,1,2,21.9,2.4
BM,2001,206,07/25/2001,2,1,8,2.9,.3
CR,2001,206,07/25/2001,1,1,3,1.5,-.1
CR,2001,206,07/25/2001,1,1,8,2.6,-.3
CR,2001,206,07/25/2001,1,1,10,1.9,-.6
SP,2001,205,07/24/2001,1,1,8,3.2,-1.1
SP,2001,205,07/24/2001,1,1,10,13.9,-10.6
SP,2001,205,07/24/2001,1,1,15,10.1,-.2
CB,2001,205,07/24/2001,1,1,1,8.1,3.1
BM,2001,206,07/25/2001,1,1,13,2,-.2
CR,2001,51,02/20/2001,1,1,5,.9,.1
SP,2001,59,02/28/2001,1,1,5,.8,.1
BM,2001,247,09/04/2001,1,1,5,1.3,.5
TB,2001,261,09/18/2001,1,1,2,257,98
BM,2001,260,09/17/2001,1,1,8,3.7,.5
CR,2001,19,01/19/2001,1,1,8,.4,.1
SP,2001,22,01/22/2001,1,1,3,1.7,-.1
SP,2001,22,01/22/2001,1,1,8,1.5,-.2
TB,2001,24,01/24/2001,1,1,5,-.2,2.2
TR,2001,25,01/25/2001,1,2,20,.4,.3
TR,2001,25,01/25/2001,1,2,27,.2,.5
AL,2001,26,01/26/2001,1,1,0,1.2,-.6
CR,2001,94,04/04/2001,1,1,12,2.6,2
CB,2001,92,04/02/2001,2,1,2,30.3,1.3
SP,2001,93,04/03/2001,1,1,8,2.1,-.7
TR,2001,96,04/06/2001,1,2,3,1.4,-.5
TR,2001,96,04/06/2001,1,2,32,-.1,1
TR,2001,96,04/06/2001,2,2,20,.1,.2
BM,2001,96,04/06/2001,1,1,12,.2,-.1
BM,2001,96,04/06/2001,1,1,16,.7,1.1
CR,2001,94,04/04/2001,1,1,10,3.5,.2
TR,2001,96,04/06/2001,1,2,20,.1,.2
BM,2001,96,04/06/2001,1,1,0,.5,0
BM,2001,96,04/06/2001,1,1,5,1.3,-.5
TR,2001,96,04/06/2001,1,2,5,1.1,-.1
TR,2001,96,04/06/2001,1,2,8,1.2,-.2
TR,2001,96,04/06/2001,1,2,10,.5,.4
TR,2001,96,04/06/2001,1,2,27,.3,.6
BM,2001,96,04/06/2001,1,1,3,.9,.3
SP,2001,93,04/03/2001,1,1,5,1.8,1
BM,2000,123,05/02/2000,2,1,19,6.4,1.8
BM,2000,151,05/30/2000,1,1,8,2,.2
BM,2000,151,05/30/2000,1,1,10,3,.2
BM,2000,206,07/24/2000,1,1,10,6.7,2.3
TB,2000,264,09/20/2000,1,1,2,172.3,32.4
TB,2000,264,09/20/2000,1,1,7,47.9,9.8
TB,2000,264,09/20/2000,2,1,2,268.1,-103.6
TB,2000,291,10/17/2000,1,1,0,5.2,3
TB,2000,291,10/17/2000,1,1,7,1.7,13.1
TB,2000,27,01/27/2000,1,1,0,26.8,4.6
TB,2000,52,02/21/2000,2,1,3,0,1.8
TB,2000,124,05/03/2000,1,1,7,4.5,5.8
TB,2000,319,11/14/2000,1,1,3,11.1,3.2
CB,2000,262,09/18/2000,1,1,0,26.1,6.3
CB,2000,292,10/18/2000,1,1,0,3.8,6.2
CB,2000,292,10/18/2000,2,1,0,4.8,3.7
CB,2000,318,11/13/2000,1,1,0,7.8,13.9
CR,2000,265,09/21/2000,1,1,10,1.8,.5
CR,2000,265,09/21/2000,1,1,15,12.6,3.3
CR,2000,320,11/15/2000,1,1,19,3.1,.9
CR,2000,320,11/15/2000,2,1,0,2.8,1.1
SP,2000,18,01/18/2000,1,1,17,1.4,6.6
SP,2000,53,02/22/2000,1,1,10,.4,1.5
SP,2000,97,04/06/2000,1,1,0,10.9,-1.5
SP,2000,123,05/02/2000,2,1,0,2.6,.9
SP,2000,151,05/30/2000,2,1,15,4.9,2.6
SP,2000,234,08/21/2000,1,1,12,5,-.7
SP,2000,234,08/21/2000,1,1,18,2.3,3.8
SP,2000,262,09/18/2000,1,1,0,2.2,.2
SP,2000,262,09/18/2000,1,1,15,11,7.3
SP,2000,262,09/18/2000,1,1,18,7.9,28.9
SP,2000,291,10/17/2000,1,1,0,1.6,.4
SP,2000,291,10/17/2000,1,1,12,2.7,1.1
SP,2000,291,10/17/2000,1,1,15,16.5,7.3
SP,2000,321,11/16/2000,1,1,0,6,1.1
SP,2000,321,11/16/2000,1,1,10,5.3,.7
