LAKEID,YEAR4,DAYNUM,SAMPLEDATE,EXTCOEF,LIGHTEXT_FLAG,COMMENTS
TB,1991,224,08/12/1991,3.605,,
TB,1986,225,08/13/1986,1.917,J,extcoef: Calculated from 2 frlight values
TB,1984,228,08/15/1984,2.028,J,extcoef: Calculated from 2 frlight values
TB,1983,229,08/17/1983,,V,extcoef: No light data
TB,1988,229,08/16/1988,2.272,J,extcoef: Calculated from 2 frlight values
TB,1982,231,08/19/1982,2.759,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light Calc from 2 light values
TB,1985,233,08/21/1985,2.028,J,extcoef: Calculated from 2 frlight values
TB,1990,234,08/22/1990,2.295,,
TB,1991,238,08/26/1991,3.084,,
TB,1981,239,08/27/1981,,V,extcoef: Insufficient light data
TB,1992,240,08/27/1992,2.971,,
TB,1988,244,08/31/1988,1.45,J,extcoef: Calculated from 2 frlight values
TB,1989,249,09/06/1989,,V,extcoef: Light not monotonically decreasing
TB,1990,249,09/06/1990,2.43,,
TB,1984,250,09/06/1984,1.705,J,extcoef: Calculated from 2 frlight values
TB,1983,251,09/08/1983,2.872,J,extcoef: Calculated from 2 frlight values
TB,1986,251,09/08/1986,,V,extcoef: Insufficient light data
TB,1985,252,09/09/1985,,V,extcoef: Insufficient light data
TB,1991,254,09/11/1991,4.244,,
TB,1992,255,09/11/1992,2.836,,
TB,1981,257,09/14/1981,,V,extcoef: Insufficient light data
TB,1990,260,09/17/1990,2.988,,
TB,1989,263,09/20/1989,3.156,,
TB,1991,267,09/24/1991,4.072,,
TB,1986,268,09/25/1986,,V,extcoef: Insufficient light data
TB,1992,268,09/24/1992,2.845,,
TB,1981,269,09/26/1981,,V,extcoef: Insufficient light data
TB,1983,271,09/28/1983,2.058,J,extcoef: Calculated from 2 frlight values
TB,1988,272,09/28/1988,1.593,J,extcoef: Calculated from 2 frlight values
TB,1985,274,10/01/1985,.275,,
TB,1990,274,10/01/1990,3.661,,
TB,1989,276,10/03/1989,2.316,,
TB,1986,279,10/06/1986,,V,extcoef: Insufficient light data
TB,1987,279,10/06/1987,,V,extcoef: Insufficient light data
TB,1992,279,10/05/1992,5.333,,
TB,1991,281,10/08/1991,3.839,,
TB,1988,285,10/11/1988,,V,extcoef: Insufficient light data
TB,1990,289,10/16/1990,3.86,,
TB,1982,291,10/18/1982,,V,extcoef: Insufficient light data
TB,1984,291,10/17/1984,,V,extcoef: Insufficient light data
TB,1983,292,10/19/1983,,V,extcoef: Insufficient light data
TB,1987,292,10/19/1987,,V,extcoef: Insufficient light data
TB,1981,296,10/23/1981,,V,extcoef: Insufficient light data
TB,1985,296,10/23/1985,,V,extcoef: Insufficient light data
TB,1986,296,10/23/1986,,V,extcoef: Insufficient light data
TB,1991,301,10/28/1991,3.851,,
TB,1990,302,10/29/1990,3.717,,
TB,1987,306,11/02/1987,,V,extcoef: Insufficient light data
TB,1986,308,11/04/1986,,V,extcoef: Insufficient light data
TB,1988,308,11/03/1988,,V,extcoef: Insufficient light data
TB,1991,308,11/04/1991,3.596,,
TB,1986,311,11/07/1986,,V,extcoef: No light data
TB,1990,312,11/08/1990,3.83,,
TB,1982,313,11/09/1982,,V,extcoef: Insufficient light data
TB,1984,313,11/08/1984,,V,extcoef: Insufficient light data
TB,1985,316,11/12/1985,,V,extcoef: Insufficient light data
TB,1983,318,11/14/1983,,V,extcoef: Insufficient light data
TB,1987,323,11/19/1987,,V,extcoef: Insufficient light data
TR,1987,57,02/26/1987,.056,,
TR,1987,85,03/26/1987,.442,,
TR,1983,88,03/29/1983,,V,extcoef: No light data
TR,1985,102,04/12/1985,,V,extcoef: No light data
TR,1981,112,04/22/1981,,V,extcoef: No light data
TR,1987,112,04/22/1987,.47,,
TR,1988,119,04/28/1988,.515,,
TR,1985,120,04/30/1985,.423,,
TR,1990,122,05/02/1990,.458,,
TR,1993,194,07/13/1993,.339,,
TR,1993,222,08/10/1993,.378,,
TR,1993,263,09/20/1993,.397,,
TR,1993,278,10/05/1993,.541,,
TR,1993,291,10/18/1993,,V,extcoef: Insufficient light data
TR,1993,312,11/08/1993,.606,,
CR,1993,153,06/02/1993,.263,,
SP,1993,152,06/01/1993,.39,,
TB,1993,123,05/03/1993,,V,extcoef: No light data
TB,1993,280,10/07/1993,,V,extcoef: Insufficient light data
TR,1993,168,06/17/1993,.34,,
BM,1993,238,08/26/1993,.314,,
SP,1993,165,06/14/1993,.368,,
AL,1993,137,05/17/1993,.854,,
BM,1993,209,07/28/1993,,V,extcoef: Light not monotonically decreasing
CB,1993,306,11/02/1993,1.601,,
CR,1993,293,10/20/1993,.294,,
SP,1993,195,07/14/1993,.394,,
TB,1993,154,06/03/1993,3.652,,
TR,1993,180,06/29/1993,.341,,
AL,1994,290,10/17/1994,1.023,,
AL,1994,304,10/31/1994,.95,,
AL,1994,278,10/05/1994,1.141,,
TR,1989,179,06/28/1989,.351,,
TR,1989,306,11/02/1989,.438,,
AL,1990,24,01/24/1990,,V,extcoef: No light data
AL,1988,130,05/09/1988,.638,,
BM,1987,12,01/12/1987,.383,,
BM,1985,86,03/27/1985,.289,,
BM,1988,132,05/11/1988,.325,,
BM,1990,177,06/26/1990,,V,extcoef: Light not monotonically decreasing
CB,1991,15,01/15/1991,,V,extcoef: Insufficient light data
CB,1988,83,03/23/1988,,V,extcoef: Insufficient light data
CR,1988,19,01/19/1988,,V,extcoef: No light data
CR,1983,143,05/23/1983,.232,,
CR,1987,308,11/04/1987,,V,extcoef: Light not monotonically decreasing
SP,1989,12,01/12/1989,,V,extcoef: No light data
SP,1989,54,02/23/1989,.302,,
SP,1989,88,03/29/1989,.218,,
SP,1984,130,05/09/1984,,V,extcoef: No light data
SP,1987,162,06/11/1987,.245,,
TB,1985,15,01/15/1985,,V,extcoef: Insufficient light data
TB,1988,83,03/23/1988,,V,extcoef: Insufficient light data
TB,1990,205,07/24/1990,2.347,,
TR,1986,9,01/09/1986,.508,,
TR,1984,52,02/21/1984,,V,extcoef: No light data
TR,1991,91,04/01/1991,.641,,
TR,1984,143,05/22/1984,.406,,
TR,1988,159,06/07/1988,.358,,
TR,1983,251,09/08/1983,,V,extcoef: Light not monotonically decreasing
TR,1983,321,11/17/1983,.478,,
AL,1983,49,02/18/1983,,V,extcoef: No light data
AL,1986,140,05/20/1986,.5,,
AL,1987,152,06/01/1987,.668,,
AL,1981,168,06/17/1981,.722,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
AL,1985,175,06/24/1985,.807,,
AL,1989,179,06/28/1989,.579,,
AL,1989,193,07/12/1989,.607,,
AL,1987,208,07/27/1987,.742,,
AL,1989,219,08/07/1989,.36,,
AL,1989,234,08/22/1989,.763,,
AL,1986,253,09/10/1986,,V,extcoef: Insufficient light data
AL,1984,268,09/24/1984,,V,extcoef: Insufficient light data
AL,1988,299,10/25/1988,.538,,
AL,1990,313,11/09/1990,1.327,,
AL,1983,320,11/16/1983,,V,extcoef: No light data
BM,1983,48,02/17/1983,,V,extcoef: No light data
BM,1987,126,05/06/1987,.392,,
BM,1984,145,05/24/1984,.255,,
BM,1985,164,06/13/1985,.344,,
BM,1987,181,06/30/1987,.316,,
BM,1981,195,07/14/1981,.349,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
BM,1990,207,07/26/1990,.303,,
BM,1983,214,08/02/1983,.381,,
BM,1983,229,08/17/1983,.339,,
BM,1990,248,09/05/1990,.316,,
BM,1982,264,09/21/1982,.322,,
BM,1987,279,10/06/1987,.293,,
BM,1986,294,10/21/1986,.316,,
BM,1985,298,10/25/1985,.372,,
BM,1983,318,11/14/1983,.278,,
CB,1982,53,02/22/1982,,V,extcoef: No light data
CB,1991,129,05/09/1991,1.796,,
CB,1992,156,06/04/1992,2.464,,
CB,1984,170,06/18/1984,.722,J,extcoef: Calculated from 2 frlight values
CB,1982,174,06/23/1982,.972,,
CB,1982,187,07/06/1982,,V,extcoef: Insufficient light data
CB,1984,200,07/18/1984,1.776,J,extcoef: Calculated from 2 frlight values
CB,1984,213,07/31/1984,1.43,J,extcoef: Calculated from 2 frlight values
CB,1989,235,08/23/1989,1.836,,
CB,1991,253,09/10/1991,2.061,,
CB,1991,268,09/25/1991,1.831,,
CB,1983,291,10/18/1983,,V,extcoef: Insufficient light data
CB,1991,302,10/29/1991,1.838,,
CB,1990,303,10/30/1990,2.077,,
CR,1985,101,04/11/1985,.197,,
CR,1991,128,05/08/1991,.29,,
CR,1985,149,05/29/1985,.288,,
CR,1992,154,06/02/1992,.304,,
CR,1986,170,06/19/1986,.175,,
CR,1987,182,07/01/1987,.2,,
CR,1992,195,07/13/1992,,V,extcoef: Light not monotonically decreasing
CR,1981,208,07/27/1981,.192,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1982,215,08/03/1982,.243,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
CR,1988,244,08/31/1988,.294,,
CR,1988,257,09/13/1988,.318,,
CR,1986,267,09/24/1986,.284,,
CR,1986,281,10/08/1986,,V,extcoef: Light not monotonically decreasing
CR,1989,319,11/15/1989,.214,,
SP,1982,95,04/05/1982,,V,extcoef: No light data
SP,1983,131,05/11/1983,.466,,
SP,1991,154,06/03/1991,.384,,
SP,1984,172,06/20/1984,.318,,
SP,1988,187,07/05/1988,.299,,
SP,1985,203,07/22/1985,.314,,
SP,1988,214,08/01/1988,.271,,
SP,1986,223,08/11/1986,.349,,
SP,1981,237,08/25/1981,.324,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
SP,1989,248,09/05/1989,.333,,
SP,1982,252,09/09/1982,.322,,
SP,1991,266,09/23/1991,.339,,
SP,1982,280,10/07/1982,,V,extcoef: Light not monotonically decreasing
SP,1992,294,10/20/1992,.286,,
SP,1986,316,11/12/1986,.531,,
TB,1987,79,03/20/1987,4.984,J,extcoef: Calculated from 2 frlight values
TB,1990,121,05/01/1990,2.784,,
TB,1992,141,05/20/1992,2.844,,
TB,1982,158,06/07/1982,,V,extcoef: Light not monotonically decreasing
TB,1988,172,06/20/1988,2.934,J,extcoef: Calculated from 2 frlight values
TB,1992,195,07/13/1992,,V,extcoef: No light data
TB,1987,209,07/28/1987,,V,extcoef: Insufficient light data
TB,1990,220,08/08/1990,2.207,,
TB,1987,236,08/24/1987,2.245,J,extcoef: Calculated from 2 frlight values
TB,1982,263,09/20/1982,,V,extcoef: Insufficient light data
TB,1984,271,09/27/1984,,V,extcoef: Insufficient light data
TB,1989,289,10/16/1989,2.892,,
TB,1992,295,10/21/1992,4.445,,
TB,1992,310,11/05/1992,4.036,,
TR,1986,112,04/22/1986,.479,,
TR,1987,139,05/19/1987,.339,,
TR,1990,162,06/11/1990,.302,,
TR,1981,183,07/02/1981,,V,extcoef: Insufficient light data
TR,1989,192,07/11/1989,.34,,
TR,1988,214,08/01/1988,.343,,
TR,1983,227,08/15/1983,.413,,
TR,1988,242,08/29/1988,.383,,
TR,1981,264,09/21/1981,.35,J,extcoef: Calculated from raw light profile; not corrected for changes in surface light
TR,1988,286,10/12/1988,.477,,
TR,1989,317,11/13/1989,.537,,
BM,1985,317,11/13/1985,.254,,
BM,1987,153,06/02/1987,.274,,
CB,1986,126,05/06/1986,2.796,J,extcoef: Calculated from 2 frlight values
CB,1986,182,07/01/1986,1.259,J,extcoef: Calculated from 2 frlight values
CB,1988,245,09/01/1988,1.29,J,extcoef: Calculated from 2 frlight values
CR,1985,204,07/23/1985,,V,extcoef: Light not monotonically decreasing
CR,1988,273,09/29/1988,.234,,
TB,1984,156,06/04/1984,,V,extcoef: Insufficient light data
TB,1986,182,07/01/1986,,V,extcoef: Insufficient light data
TB,1988,299,10/25/1988,,V,extcoef: Insufficient light data
TR,1984,290,10/16/1984,.35,,
TR,1988,201,07/19/1988,.351,,
AL,1993,8,01/08/1993,,V,extcoef: Insufficient light data
AL,1993,54,02/23/1993,1.035,,
AL,1993,82,03/23/1993,.659,,
AL,1993,123,05/03/1993,.978,,
AL,1993,207,07/26/1993,.642,,
AL,1993,238,08/26/1993,.615,,
BM,1993,6,01/06/1993,,V,extcoef: Insufficient light data
BM,1993,53,02/22/1993,.419,,
BM,1993,83,03/24/1993,.226,,
BM,1993,125,05/05/1993,,V,extcoef: Light not monotonically decreasing
BM,1993,166,06/15/1993,.25,,
CB,1993,14,01/14/1993,,V,extcoef: No light data
CB,1993,56,02/25/1993,,V,extcoef: Insufficient light data
CB,1993,82,03/23/1993,0,,
CB,1993,237,08/25/1993,,V,extcoef: Light not monotonically decreasing
CR,1993,7,01/07/1993,,V,extcoef: Insufficient light data
CR,1993,54,02/23/1993,.301,,
CR,1993,83,03/24/1993,.257,,
CR,1993,221,08/09/1993,.231,,
CR,1993,236,08/24/1993,.283,,
SP,1993,13,01/13/1993,,V,extcoef: Insufficient light data
SP,1993,60,03/01/1993,,V,extcoef: Light not monotonically decreasing
SP,1993,81,03/22/1993,.284,,
SP,1993,138,05/18/1993,.398,,
SP,1993,208,07/27/1993,.365,,
SP,1993,235,08/23/1993,,V,extcoef: Light not monotonically decreasing
TB,1993,14,01/14/1993,,V,extcoef: No light data
TB,1993,82,03/23/1993,,V,extcoef: Insufficient light data
TB,1993,165,06/14/1993,2.943,,
TB,1993,235,08/23/1993,2.673,,
TB,1993,265,09/22/1993,3.757,,
TR,1993,12,01/12/1993,,V,extcoef: Insufficient light data
TR,1993,60,03/01/1993,.363,,
TR,1993,81,03/22/1993,.58,,
TR,1993,137,05/17/1993,.345,,
TR,1993,208,07/27/1993,.313,,
TR,1993,237,08/25/1993,.406,,
TR,1993,250,09/07/1993,.398,,
AL,1993,155,06/04/1993,,V,extcoef: Light not monotonically decreasing
AL,1993,167,06/16/1993,,V,extcoef: No light data
AL,1993,181,06/30/1993,.404,,
AL,1993,193,07/12/1993,.7,,
AL,1993,223,08/11/1993,.587,,
AL,1993,252,09/09/1993,.821,,
AL,1993,265,09/22/1993,.466,,
AL,1993,277,10/04/1993,.955,,
AL,1993,294,10/21/1993,,V,extcoef: Light not monotonically decreasing
AL,1993,307,11/03/1993,.777,,
BM,1993,138,05/18/1993,,V,extcoef: Light not monotonically decreasing
BM,1993,153,06/02/1993,.249,,
BM,1993,179,06/28/1993,.281,,
BM,1993,195,07/14/1993,.315,,
BM,1993,224,08/12/1993,.295,,
BM,1993,251,09/08/1993,.254,,
BM,1993,264,09/21/1993,.087,,
BM,1993,277,10/04/1993,.381,,
BM,1993,292,10/19/1993,.337,,
BM,1993,314,11/10/1993,.342,,
CB,1993,124,05/04/1993,,V,extcoef: No light data
CB,1993,139,05/19/1993,2.089,,
CB,1993,154,06/03/1993,2.254,,
CB,1993,166,06/15/1993,1.998,,
CB,1993,182,07/01/1993,2.321,,
CB,1993,193,07/12/1993,2.044,,
CB,1993,210,07/29/1993,,V,extcoef: Light not monotonically decreasing
CB,1993,252,09/09/1993,,V,extcoef: No light data
CB,1993,263,09/20/1993,,V,extcoef: Insufficient light data
CB,1993,279,10/06/1993,2.175,,
CB,1993,293,10/20/1993,1.712,,
CR,1993,125,05/05/1993,.25,,
CR,1993,139,05/19/1993,.269,,
CR,1993,180,06/29/1993,,V,extcoef: Light not monotonically decreasing
CR,1993,194,07/13/1993,,V,extcoef: Light not monotonically decreasing
CR,1993,209,07/28/1993,.27,,
CR,1993,250,09/07/1993,.277,,
CR,1993,264,09/21/1993,,V,extcoef: Light not monotonically decreasing
CR,1993,279,10/06/1993,.213,,
CR,1993,313,11/09/1993,.307,,
SP,1993,124,05/04/1993,,V,extcoef: Insufficient light data
SP,1993,181,06/30/1993,.293,,
SP,1993,223,08/11/1993,.324,,
SP,1993,251,09/08/1993,,V,extcoef: Light not monotonically decreasing
SP,1993,278,10/05/1993,.306,,
SP,1993,291,10/18/1993,.292,,
SP,1993,314,11/10/1993,.632,,
TB,1993,140,05/20/1993,4.005,,
TB,1993,179,06/28/1993,,V,extcoef: Light not monotonically decreasing
TB,1993,196,07/15/1993,3.054,,
TB,1993,207,07/26/1993,2.994,,
TB,1993,221,08/09/1993,3.384,,
TB,1993,252,09/09/1993,,V,extcoef: No light data
TB,1993,292,10/19/1993,,V,extcoef: Insufficient light data
TB,1993,306,11/02/1993,4.311,,
TR,1993,130,05/10/1993,,V,extcoef: Light not monotonically decreasing
BM,1995,191,07/10/1995,.297,,
BM,1995,206,07/25/1995,.315,,
BM,1995,235,08/23/1995,.323,,
BM,1995,220,08/08/1995,.328,,
CB,1995,178,06/27/1995,,V,extcoef: No light data
CB,1995,193,07/12/1995,2.234,,
CB,1995,205,07/24/1995,1.643,,
CB,1995,234,08/22/1995,1.541,,
CB,1995,219,08/07/1995,1.308,,
CR,1995,179,06/28/1995,.241,,
CR,1995,194,07/13/1995,.231,,
CR,1995,208,07/27/1995,.286,,
CR,1995,222,08/10/1995,.294,,
CR,1995,235,08/23/1995,.245,,
SP,1995,178,06/27/1995,.293,,
SP,1995,192,07/11/1995,.342,,
SP,1995,205,07/24/1995,.337,,
SP,1995,234,08/22/1995,.331,,
SP,1995,219,08/07/1995,.312,,
TB,1995,206,07/25/1995,2.818,,
TB,1995,233,08/21/1995,2.301,,
TB,1995,220,08/08/1995,2.752,,
TR,1995,180,06/29/1995,.357,,
TR,1995,193,07/12/1995,.339,,
TR,1995,207,07/26/1995,.328,,
TR,1995,236,08/24/1995,.365,,
AL,1997,167,06/16/1997,.729,,
AL,1997,196,07/15/1997,,V,extcoef: No light data
AL,1997,183,07/02/1997,.626,,
AL,1997,212,07/31/1997,,V,extcoef: No light data
AL,1997,226,08/14/1997,,V,extcoef: Light not monotonically decreasing
BM,1997,168,06/17/1997,.275,,
CB,1997,13,01/13/1997,,V,extcoef: No light data
SP,1995,291,10/18/1995,.352,,
SP,1995,276,10/03/1995,,V,extcoef: Light not monotonically decreasing
SP,1995,304,10/31/1995,.389,,
SP,1995,317,11/13/1995,.493,,
SP,1995,249,09/06/1995,.28,,
TB,1995,290,10/17/1995,3.707,,
TB,1995,275,10/02/1995,2.744,,
TB,1995,305,11/01/1995,,V,extcoef: Insufficient light data
TB,1995,313,11/09/1995,,V,extcoef: Insufficient light data
CB,1995,264,09/21/1995,2.545,,
BM,1995,276,10/03/1995,.367,,
CR,1995,249,09/06/1995,.229,,
BM,1995,303,10/30/1995,.514,,
BM,1995,352,12/18/1995,,V,extcoef: Ice depth is missing
BM,1995,263,09/20/1995,.314,,
CB,1995,277,10/04/1995,1.4,,
CB,1995,312,11/08/1995,1.679,,
TB,1995,248,09/05/1995,2.462,,
TR,1995,291,10/18/1995,.527,,
TR,1995,277,10/04/1995,.395,,
TR,1995,319,11/15/1995,.574,,
TR,1995,306,11/02/1995,.518,,
TR,1995,251,09/08/1995,,V,extcoef: Light not monotonically decreasing
CR,1995,292,10/19/1995,.214,,
CR,1995,278,10/05/1995,.204,,
CR,1995,305,11/01/1995,,V,extcoef: Light not monotonically decreasing
AL,1995,289,10/16/1995,1.154,,
AL,1995,275,10/02/1995,1.075,,
AL,1995,303,10/30/1995,,V,extcoef: Light not monotonically decreasing
AL,1995,348,12/14/1995,,V,extcoef: Insufficient light data
AL,1995,261,09/18/1995,1.232,,
AL,1995,250,09/07/1995,,V,extcoef: Light not monotonically decreasing
BM,1995,289,10/16/1995,.502,,
AL,1996,204,07/22/1996,.833,,
AL,1996,234,08/21/1996,,V,extcoef: Light not monotonically decreasing
AL,1996,221,08/08/1996,.754,,
BM,1996,192,07/10/1996,,V,extcoef: Insufficient light data
BM,1996,205,07/23/1996,.328,,
BM,1996,234,08/21/1996,.377,,
BM,1996,219,08/06/1996,.332,,
CB,1996,204,07/22/1996,1.918,,
CB,1996,190,07/08/1996,,V,extcoef: Light not monotonically decreasing
CB,1996,235,08/22/1996,2.134,,
CB,1996,220,08/07/1996,2.043,,
CR,1996,206,07/24/1996,.237,,
CR,1996,191,07/09/1996,.274,,
CR,1996,235,08/22/1996,,V,extcoef: No light data
CR,1996,220,08/07/1996,.266,,
TR,1996,206,07/24/1996,.434,,
TR,1996,191,07/09/1996,.382,,
SP,1996,135,05/14/1996,.417,,
SP,1996,150,05/29/1996,.447,,
SP,1996,162,06/10/1996,.411,,
SP,1996,178,06/26/1996,.345,,
TB,1996,131,05/10/1996,3.373,,
TB,1996,152,05/31/1996,3.21,,
TB,1996,164,06/12/1996,3.034,,
CB,1996,150,05/29/1996,,V,extcoef: Light not monotonically decreasing
CB,1996,129,05/08/1996,1.891,,
CB,1996,165,06/13/1996,,V,extcoef: No light data
CB,1996,177,06/25/1996,2.809,,
CR,1996,134,05/13/1996,.234,,
CR,1996,151,05/30/1996,.279,,
CR,1996,163,06/11/1996,.247,,
CR,1996,179,06/27/1996,.302,,
AL,1996,193,07/11/1996,,V,extcoef: Light not monotonically decreasing
SP,1996,24,01/24/1996,.855,,
SP,1996,52,02/21/1996,.318,,
SP,1996,92,04/01/1996,,V,extcoef: Insufficient light data
TB,1996,17,01/17/1996,,V,extcoef: Insufficient light data
AL,1996,135,05/14/1996,1.059,,
AL,1996,151,05/30/1996,.863,,
AL,1996,164,06/12/1996,.568,,
AL,1996,179,06/27/1996,.838,,
BM,1996,136,05/15/1996,.342,,
BM,1996,149,05/28/1996,.363,,
BM,1996,162,06/10/1996,.449,,
BM,1996,177,06/25/1996,.292,,
TR,1996,141,05/20/1996,.468,,
TR,1996,152,05/31/1996,.479,,
TR,1996,163,06/11/1996,.345,,
TR,1996,176,06/24/1996,,V,extcoef: Light not monotonically decreasing
AL,1994,321,11/17/1994,.863,,
AL,1994,164,06/13/1994,.571,,
AL,1994,178,06/27/1994,.628,,
AL,1994,157,06/06/1994,,V,extcoef: Light not monotonically decreasing
AL,1994,10,01/10/1994,,V,extcoef: No light data
AL,1994,53,02/22/1994,.75,,
AL,1994,88,03/29/1994,,V,extcoef: Insufficient light data
AL,1994,140,05/20/1994,.684,,
AL,1994,123,05/03/1994,.817,,
BM,1994,11,01/11/1994,,V,extcoef: Insufficient light data
AL,1994,193,07/12/1994,.777,,
AL,1994,208,07/27/1994,.817,,
AL,1994,237,08/25/1994,.901,,
AL,1994,220,08/08/1994,.748,,
AL,1994,264,09/21/1994,.823,,
AL,1994,252,09/09/1994,,V,extcoef: Light not monotonically decreasing
BM,1994,291,10/18/1994,.358,,
BM,1994,278,10/05/1994,.346,,
BM,1994,318,11/14/1994,.325,,
BM,1994,307,11/03/1994,.325,,
BM,1994,55,02/24/1994,.289,,
BM,1994,89,03/30/1994,,V,extcoef: Insufficient light data
BM,1994,136,05/16/1994,.275,,
BM,1994,126,05/06/1994,,V,extcoef: Light not monotonically decreasing
BM,1994,164,06/13/1994,,V,extcoef: Light not monotonically decreasing
BM,1994,180,06/29/1994,.27,,
BM,1994,194,07/13/1994,.314,,
BM,1994,206,07/25/1994,.353,,
BM,1994,222,08/10/1994,.28,,
BM,1994,262,09/19/1994,.353,,
CB,1994,17,01/17/1994,,V,extcoef: Insufficient light data
CB,1994,293,10/20/1994,2.31,,
CB,1994,277,10/04/1994,2.175,,
CB,1994,319,11/15/1994,,V,extcoef: Light not monotonically decreasing
CB,1994,306,11/02/1994,2.044,,
CB,1994,54,02/23/1994,,V,extcoef: Insufficient light data
CB,1994,89,03/30/1994,2.945,,
CB,1994,139,05/19/1994,2.011,,
CB,1994,165,06/14/1994,1.93,,
CB,1994,157,06/06/1994,1.949,,
CB,1994,192,07/11/1994,2.045,,
CB,1994,207,07/26/1994,1.896,,
CB,1994,234,08/22/1994,2,,
CB,1994,263,09/20/1994,1.828,,
CB,1994,251,09/08/1994,2.105,,
CR,1994,293,10/20/1994,.241,,
CR,1994,279,10/06/1994,.27,,
CR,1994,320,11/16/1994,.31,,
CR,1994,306,11/02/1994,.286,,
CR,1994,52,02/21/1994,.231,,
CR,1994,96,04/06/1994,.32,,
CR,1994,138,05/18/1994,.303,,
CR,1994,122,05/02/1994,.325,,
CR,1994,167,06/16/1994,.243,,
CR,1994,153,06/02/1994,.287,,
CR,1994,181,06/30/1994,,V,extcoef: Light not monotonically decreasing
CR,1994,195,07/14/1994,,V,extcoef: Light not monotonically decreasing
CR,1994,209,07/28/1994,.289,,
CR,1994,222,08/10/1994,.219,,
CR,1994,265,09/22/1994,,V,extcoef: Light not monotonically decreasing
CR,1994,250,09/07/1994,.278,,
SP,1994,12,01/12/1994,.566,,
SP,1994,290,10/17/1994,.346,,
SP,1994,276,10/03/1994,.341,,
SP,1994,305,11/01/1994,.489,,
SP,1994,320,11/16/1994,.544,,
SP,1994,52,02/21/1994,.285,,
SP,1994,87,03/28/1994,,V,extcoef: Insufficient light data
SP,1994,136,05/16/1994,.453,,
SP,1994,125,05/05/1994,.444,,
SP,1994,152,06/01/1994,.407,,
SP,1994,166,06/15/1994,,V,extcoef: Light not monotonically decreasing
SP,1994,178,06/27/1994,.39,,
SP,1994,193,07/12/1994,,V,extcoef: Light not monotonically decreasing
SP,1994,221,08/09/1994,.381,,
SP,1994,264,09/21/1994,,V,extcoef: Light not monotonically decreasing
TR,1994,27,01/27/1994,,V,extcoef: Insufficient light data
TR,1994,292,10/19/1994,.498,,
TR,1994,304,10/31/1994,.638,,
TR,1994,277,10/04/1994,.531,,
TR,1994,319,11/15/1994,.889,,
TR,1994,54,02/23/1994,.33,,
TR,1994,94,04/04/1994,,V,extcoef: Insufficient light data
TR,1994,124,05/04/1994,.371,,
TR,1994,165,06/14/1994,.354,,
TR,1994,179,06/28/1994,,V,extcoef: Light not monotonically decreasing
TR,1994,154,06/03/1994,.37,,
TR,1994,194,07/13/1994,,V,extcoef: Light not monotonically decreasing
TR,1994,207,07/26/1994,.346,,
TR,1994,220,08/08/1994,.368,,
TR,1994,262,09/19/1994,.402,,
TR,1994,250,09/07/1994,,V,extcoef: No light data
TB,1994,17,01/17/1994,,V,extcoef: No light data
TB,1994,291,10/18/1994,3.745,,
TB,1994,276,10/03/1994,2.932,,
TB,1994,305,11/01/1994,3.714,,
TB,1994,318,11/14/1994,4.33,,
TB,1994,55,02/24/1994,,V,extcoef: Insufficient light data
TB,1994,139,05/19/1994,2.706,,
TB,1994,123,05/03/1994,4.016,,
TB,1994,153,06/02/1994,3.619,,
TB,1994,179,06/28/1994,3.587,,
TB,1994,206,07/25/1994,2.879,,
TB,1994,263,09/20/1994,2.16,,
TB,1994,251,09/08/1994,2.829,,
BM,1994,152,06/01/1994,.3,,
BM,1994,249,09/06/1994,,V,extcoef: Light not monotonically decreasing
CB,1994,122,05/02/1994,2.014,,
CB,1994,180,06/29/1994,2.169,,
CB,1994,223,08/11/1994,2.183,,
SP,1994,249,09/06/1994,.283,,
TR,1994,138,05/18/1994,.404,,
TB,1994,166,06/15/1994,3.201,,
TB,1994,192,07/11/1994,2.78,,
TB,1994,234,08/22/1994,,V,extcoef: Light not monotonically decreasing
SP,1994,236,08/24/1994,,V,extcoef: Light not monotonically decreasing
TR,1995,221,08/09/1995,.287,,
BM,1997,181,06/30/1997,.27,,
BM,1997,195,07/14/1997,.291,,
BM,1997,211,07/30/1997,,V,extcoef: No light data
BM,1997,225,08/13/1997,,V,extcoef: No light data
CB,1997,170,06/19/1997,,V,extcoef: Light not monotonically decreasing
CB,1997,181,06/30/1997,2.377,,
CB,1997,195,07/14/1997,,V,extcoef: Light not monotonically decreasing
CB,1997,210,07/29/1997,,V,extcoef: No light data
CB,1997,223,08/11/1997,,V,extcoef: Light not monotonically decreasing
CR,1997,182,07/01/1997,.281,,
CR,1997,196,07/15/1997,,V,extcoef: No light data
CR,1995,82,03/23/1995,.174,,
SP,1995,9,01/09/1995,.62,,
SP,1995,51,02/20/1995,,V,extcoef: Insufficient light data
SP,1995,83,03/24/1995,.249,,
TB,1995,12,01/12/1995,,V,extcoef: Insufficient light data
TB,1995,45,02/14/1995,,V,extcoef: Insufficient light data
AL,1995,11,01/11/1995,,V,extcoef: Insufficient light data
